"CoC Number","CoC Name","Total Homeless, 2017","Sheltered Homeless, 2017","Unsheltered Homeless, 2017","Homeless Individuals, 2017","Sheltered Homeless Individuals, 2017","Unsheltered Homeless Individuals, 2017","Homeless People in Families, 2017","Sheltered Homeless People in Families, 2017","Unsheltered Homeless People in Families, 2017","Chronically Homeless, 2017","Sheltered Chronically Homeless, 2017","Unsheltered Chronically Homeless, 2017","Chronically Homeless Individuals, 2017","Sheltered Chronically Homeless Individuals, 2017","Unsheltered Chronically Homeless Individuals, 2017","Chronically Homeless People in Families, 2017","Sheltered Chronically Homeless People in Families, 2017","Unsheltered Chronically Homeless People in Families, 2017","Homeless Veterans, 2017","Sheltered Homeless Veterans, 2017","Unsheltered Homeless Veterans, 2017","Homeless Unaccompanied Youth (Under 25), 2017","Sheltered Homeless Unaccompanied Youth (Under 25), 2017","Unsheltered Homeless Unaccompanied Youth (Under 25), 2017","Homeless Unaccompanied Children (Under 18), 2017","Sheltered Homeless Unaccompanied Children (Under 18), 2017","Unsheltered Homeless Unaccompanied Children (Under 18), 2017","Homeless Unaccompanied Young Adults (Age 18-24), 2017","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2017","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2017","Parenting Youth (Under 25), 2017","Sheltered Parenting Youth (Under 25), 2017","Unsheltered Parenting Youth (Under 25), 2017","Parenting Youth Under 18, 2017","Sheltered Parenting Youth Under 18, 2017","Unsheltered Parenting Youth Under 18, 2017","Parenting Youth Age 18-24, 2017","Sheltered Parenting Youth Age 18-24, 2017","Unsheltered Parenting Youth Age 18-24, 2017","Children of Parenting Youth, 2017","Sheltered Children of Parenting Youth, 2017","Unsheltered Children of Parenting Youth, 2017"
"IN-503","Indianapolis CoC","1783.0","1657.0","126.0","1283.0","1157.0","126.0","500.0","500.0","0.0","207.0","165.0","42.0","181.0","139.0","42.0","26.0","26.0","0.0","328.0","313.0","15.0","73.0","63.0","10.0","2.0","2.0","0.0","71.0","61.0","10.0","15.0","15.0","0.0","0.0","0.0","0.0","15.0","15.0","0.0","22.0","22.0","0.0"
"KS-502","Wichita/Sedgwick County CoC","575.0","464.0","111.0","395.0","284.0","111.0","180.0","180.0","0.0","39.0","7.0","32.0","39.0","7.0","32.0","0.0","0.0","0.0","57.0","37.0","20.0","22.0","16.0","6.0","1.0","1.0","0.0","21.0","15.0","6.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","19.0","19.0","0.0"
"KS-503","Topeka/Shawnee County CoC","356.0","322.0","34.0","247.0","213.0","34.0","109.0","109.0","0.0","119.0","114.0","5.0","79.0","74.0","5.0","40.0","40.0","0.0","61.0","54.0","7.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"KS-505","Overland Park/Shawnee/Johnson County CoC","130.0","113.0","17.0","34.0","17.0","17.0","96.0","96.0","0.0","3.0","0.0","3.0","3.0","0.0","3.0","0.0","0.0","0.0","1.0","1.0","0.0","9.0","3.0","6.0","0.0","0.0","0.0","9.0","3.0","6.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","7.0","7.0","0.0"
"KS-507","Kansas Balance of State CoC","1037.0","895.0","142.0","608.0","466.0","142.0","429.0","429.0","0.0","135.0","107.0","28.0","93.0","65.0","28.0","42.0","42.0","0.0","74.0","64.0","10.0","50.0","39.0","11.0","4.0","4.0","0.0","46.0","35.0","11.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","25.0","25.0","0.0"
"KY-500","Kentucky Balance of State CoC","1940.0","1415.0","525.0","1326.0","880.0","446.0","614.0","535.0","79.0","164.0","86.0","78.0","142.0","71.0","71.0","22.0","15.0","7.0","161.0","136.0","25.0","135.0","94.0","41.0","6.0","3.0","3.0","129.0","91.0","38.0","42.0","36.0","6.0","1.0","1.0","0.0","41.0","35.0","6.0","56.0","50.0","6.0"
"KY-501","Louisville/Jefferson County CoC","1034.0","883.0","151.0","769.0","620.0","149.0","265.0","263.0","2.0","123.0","87.0","36.0","123.0","87.0","36.0","0.0","0.0","0.0","166.0","151.0","15.0","53.0","48.0","5.0","11.0","10.0","1.0","42.0","38.0","4.0","16.0","16.0","0.0","0.0","0.0","0.0","16.0","16.0","0.0","28.0","28.0","0.0"
"KY-502","Lexington/Fayette County CoC","1051.0","1000.0","51.0","937.0","886.0","51.0","114.0","114.0","0.0","118.0","94.0","24.0","118.0","94.0","24.0","0.0","0.0","0.0","162.0","158.0","4.0","65.0","52.0","13.0","1.0","1.0","0.0","64.0","51.0","13.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","5.0","5.0","0.0"
"LA-500","Lafayette/Acadiana CoC","357.0","261.0","96.0","226.0","147.0","79.0","131.0","114.0","17.0","49.0","26.0","23.0","43.0","20.0","23.0","6.0","6.0","0.0","36.0","30.0","6.0","4.0","2.0","2.0","0.0","0.0","0.0","4.0","2.0","2.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","6.0","6.0","0.0"
"LA-502","Shreveport/Bossier/Northwest CoC","349.0","302.0","47.0","246.0","199.0","47.0","103.0","103.0","0.0","31.0","8.0","23.0","31.0","8.0","23.0","0.0","0.0","0.0","83.0","82.0","1.0","14.0","14.0","0.0","3.0","3.0","0.0","11.0","11.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"LA-503","New Orleans/Jefferson Parish CoC","1301.0","776.0","525.0","1158.0","641.0","517.0","143.0","135.0","8.0","404.0","124.0","280.0","404.0","124.0","280.0","0.0","0.0","0.0","113.0","96.0","17.0","118.0","88.0","30.0","5.0","5.0","0.0","113.0","83.0","30.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","19.0","19.0","0.0"
"LA-505","Monroe/Northeast Louisiana CoC","185.0","160.0","25.0","76.0","51.0","25.0","109.0","109.0","0.0","13.0","5.0","8.0","13.0","5.0","8.0","0.0","0.0","0.0","5.0","4.0","1.0","16.0","13.0","3.0","0.0","0.0","0.0","16.0","13.0","3.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","7.0","7.0","0.0"
"LA-506","Slidell/Southeast Louisiana CoC","248.0","159.0","89.0","191.0","136.0","55.0","57.0","23.0","34.0","26.0","4.0","22.0","26.0","4.0","22.0","0.0","0.0","0.0","48.0","40.0","8.0","13.0","10.0","3.0","0.0","0.0","0.0","13.0","10.0","3.0","3.0","0.0","3.0","0.0","0.0","0.0","3.0","0.0","3.0","7.0","0.0","7.0"
"LA-507","Alexandria/Central Louisiana CoC","159.0","98.0","61.0","127.0","66.0","61.0","32.0","32.0","0.0","20.0","3.0","17.0","20.0","3.0","17.0","0.0","0.0","0.0","16.0","11.0","5.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"LA-508","Houma-Terrebonne/Thibodaux CoC","116.0","109.0","7.0","34.0","27.0","7.0","82.0","82.0","0.0","8.0","6.0","2.0","5.0","3.0","2.0","3.0","3.0","0.0","12.0","10.0","2.0","7.0","7.0","0.0","4.0","4.0","0.0","3.0","3.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"LA-509","Louisiana Balance of State (BoS)","590.0","465.0","125.0","501.0","380.0","121.0","89.0","85.0","4.0","67.0","7.0","60.0","67.0","7.0","60.0","0.0","0.0","0.0","70.0","56.0","14.0","62.0","52.0","10.0","34.0","33.0","1.0","28.0","19.0","9.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","10.0","10.0","0.0"
"MA-500","Boston CoC","6135.0","5949.0","186.0","2492.0","2306.0","186.0","3643.0","3643.0","0.0","769.0","731.0","38.0","526.0","488.0","38.0","243.0","243.0","0.0","233.0","225.0","8.0","190.0","183.0","7.0","51.0","51.0","0.0","139.0","132.0","7.0","173.0","173.0","0.0","0.0","0.0","0.0","173.0","173.0","0.0","238.0","238.0","0.0"
"MA-502","Lynn CoC","582.0","531.0","51.0","151.0","106.0","45.0","431.0","425.0","6.0","57.0","6.0","51.0","51.0","6.0","45.0","6.0","0.0","6.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"MA-503","Cape Cod/Islands CoC","324.0","285.0","39.0","145.0","106.0","39.0","179.0","179.0","0.0","47.0","16.0","31.0","45.0","14.0","31.0","2.0","2.0","0.0","20.0","14.0","6.0","12.0","5.0","7.0","1.0","1.0","0.0","11.0","4.0","7.0","16.0","16.0","0.0","0.0","0.0","0.0","16.0","16.0","0.0","22.0","22.0","0.0"
"MA-504","Springfield CoC","2311.0","2258.0","53.0","370.0","317.0","53.0","1941.0","1941.0","0.0","132.0","115.0","17.0","60.0","43.0","17.0","72.0","72.0","0.0","14.0","12.0","2.0","35.0","25.0","10.0","0.0","0.0","0.0","35.0","25.0","10.0","106.0","106.0","0.0","0.0","0.0","0.0","106.0","106.0","0.0","116.0","116.0","0.0"
"MA-505","New Bedford CoC","352.0","303.0","49.0","174.0","125.0","49.0","178.0","178.0","0.0","30.0","10.0","20.0","28.0","8.0","20.0","2.0","2.0","0.0","46.0","43.0","3.0","10.0","8.0","2.0","0.0","0.0","0.0","10.0","8.0","2.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","8.0","8.0","0.0"
"MA-506","Worcester City & County CoC","1507.0","1371.0","136.0","584.0","454.0","130.0","923.0","917.0","6.0","89.0","54.0","35.0","60.0","25.0","35.0","29.0","29.0","0.0","161.0","154.0","7.0","59.0","49.0","10.0","3.0","0.0","3.0","56.0","49.0","7.0","63.0","63.0","0.0","0.0","0.0","0.0","63.0","63.0","0.0","83.0","83.0","0.0"
"MA-507","Pittsfield/Berkshire County CoC","557.0","502.0","55.0","420.0","365.0","55.0","137.0","137.0","0.0","79.0","50.0","29.0","47.0","18.0","29.0","32.0","32.0","0.0","213.0","209.0","4.0","28.0","22.0","6.0","0.0","0.0","0.0","28.0","22.0","6.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","12.0","12.0","0.0"
"MA-508","Lowell CoC","658.0","646.0","12.0","182.0","170.0","12.0","476.0","476.0","0.0","6.0","6.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","32.0","32.0","0.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","21.0","21.0","0.0","0.0","0.0","0.0","21.0","21.0","0.0","21.0","21.0","0.0"
"MA-509","Cambridge CoC","530.0","463.0","67.0","395.0","328.0","67.0","135.0","135.0","0.0","181.0","155.0","26.0","181.0","155.0","26.0","0.0","0.0","0.0","13.0","9.0","4.0","30.0","28.0","2.0","0.0","0.0","0.0","30.0","28.0","2.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","14.0","14.0","0.0"
"MA-510","Gloucester/Haverhill/Salem/Essex County CoC","747.0","700.0","47.0","228.0","181.0","47.0","519.0","519.0","0.0","195.0","170.0","25.0","66.0","41.0","25.0","129.0","129.0","0.0","30.0","26.0","4.0","20.0","19.0","1.0","0.0","0.0","0.0","20.0","19.0","1.0","25.0","25.0","0.0","0.0","0.0","0.0","25.0","25.0","0.0","35.0","35.0","0.0"
"MA-511","Quincy/Brockton/Weymouth/Plymouth City and County CoC","1109.0","1059.0","50.0","359.0","309.0","50.0","750.0","750.0","0.0","143.0","109.0","34.0","85.0","51.0","34.0","58.0","58.0","0.0","45.0","40.0","5.0","15.0","14.0","1.0","0.0","0.0","0.0","15.0","14.0","1.0","43.0","43.0","0.0","0.0","0.0","0.0","43.0","43.0","0.0","48.0","48.0","0.0"
"MA-515","Fall River CoC","297.0","278.0","19.0","62.0","43.0","19.0","235.0","235.0","0.0","7.0","6.0","1.0","7.0","6.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","5.0","5.0","0.0"
"MA-516","Massachusetts Balance of State","2080.0","1911.0","169.0","516.0","347.0","169.0","1564.0","1564.0","0.0","144.0","107.0","37.0","53.0","16.0","37.0","91.0","91.0","0.0","19.0","18.0","1.0","33.0","24.0","9.0","2.0","2.0","0.0","31.0","22.0","9.0","82.0","82.0","0.0","0.0","0.0","0.0","82.0","82.0","0.0","97.0","97.0","0.0"
"MA-517","Somerville CoC","142.0","120.0","22.0","108.0","86.0","22.0","34.0","34.0","0.0","13.0","13.0","0.0","6.0","6.0","0.0","7.0","7.0","0.0","23.0","23.0","0.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","6.0","6.0","0.0"
"MA-519","Attleboro/Taunton/Bristol County CoC","234.0","198.0","36.0","81.0","45.0","36.0","153.0","153.0","0.0","22.0","7.0","15.0","17.0","2.0","15.0","5.0","5.0","0.0","3.0","3.0","0.0","9.0","3.0","6.0","0.0","0.0","0.0","9.0","3.0","6.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","7.0","7.0","0.0"
"MD-500","Cumberland/Allegany County CoC","118.0","88.0","30.0","76.0","46.0","30.0","42.0","42.0","0.0","19.0","14.0","5.0","12.0","7.0","5.0","7.0","7.0","0.0","1.0","0.0","1.0","4.0","1.0","3.0","0.0","0.0","0.0","4.0","1.0","3.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"MD-501","Baltimore City CoC","2669.0","2123.0","546.0","2178.0","1632.0","546.0","491.0","491.0","0.0","699.0","409.0","290.0","672.0","382.0","290.0","27.0","27.0","0.0","276.0","252.0","24.0","81.0","52.0","29.0","8.0","6.0","2.0","73.0","46.0","27.0","34.0","34.0","0.0","0.0","0.0","0.0","34.0","34.0","0.0","54.0","54.0","0.0"
"MD-502","Harford County CoC","189.0","152.0","37.0","102.0","65.0","37.0","87.0","87.0","0.0","20.0","10.0","10.0","18.0","8.0","10.0","2.0","2.0","0.0","8.0","7.0","1.0","8.0","4.0","4.0","0.0","0.0","0.0","8.0","4.0","4.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","12.0","12.0","0.0"
"MD-503","Annapolis/Anne Arundel County CoC","376.0","263.0","113.0","261.0","148.0","113.0","115.0","115.0","0.0","91.0","38.0","53.0","86.0","33.0","53.0","5.0","5.0","0.0","21.0","15.0","6.0","14.0","8.0","6.0","0.0","0.0","0.0","14.0","8.0","6.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","14.0","14.0","0.0"
"MD-504","Howard County CoC","168.0","115.0","53.0","93.0","49.0","44.0","75.0","66.0","9.0","23.0","9.0","14.0","23.0","9.0","14.0","0.0","0.0","0.0","6.0","2.0","4.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","2.0","2.0","0.0","2.0"
"MD-505","Baltimore County CoC","609.0","389.0","220.0","397.0","182.0","215.0","212.0","207.0","5.0","144.0","26.0","118.0","127.0","12.0","115.0","17.0","14.0","3.0","32.0","20.0","12.0","24.0","14.0","10.0","0.0","0.0","0.0","24.0","14.0","10.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","16.0","16.0","0.0"
"MD-506","Carroll County CoC","147.0","125.0","22.0","106.0","84.0","22.0","41.0","41.0","0.0","20.0","17.0","3.0","20.0","17.0","3.0","0.0","0.0","0.0","8.0","6.0","2.0","8.0","6.0","2.0","0.0","0.0","0.0","8.0","6.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-507","Cecil County CoC","193.0","112.0","81.0","139.0","60.0","79.0","54.0","52.0","2.0","37.0","8.0","29.0","35.0","8.0","27.0","2.0","0.0","2.0","39.0","36.0","3.0","6.0","3.0","3.0","0.0","0.0","0.0","6.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-508","Charles, Calvert, St.Mary's Counties CoC","419.0","187.0","232.0","238.0","130.0","108.0","181.0","57.0","124.0","79.0","39.0","40.0","75.0","35.0","40.0","4.0","4.0","0.0","22.0","5.0","17.0","26.0","9.0","17.0","2.0","0.0","2.0","24.0","9.0","15.0","7.0","2.0","5.0","0.0","0.0","0.0","7.0","2.0","5.0","10.0","2.0","8.0"
"MD-509","Frederick City & County CoC","309.0","206.0","103.0","217.0","114.0","103.0","92.0","92.0","0.0","74.0","32.0","42.0","72.0","30.0","42.0","2.0","2.0","0.0","10.0","6.0","4.0","20.0","12.0","8.0","0.0","0.0","0.0","20.0","12.0","8.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","5.0","5.0","0.0"
"MD-510","Garrett County CoC","10.0","10.0","0.0","4.0","4.0","0.0","6.0","6.0","0.0","3.0","3.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"MD-511","Mid-Shore Regional CoC","153.0","136.0","17.0","81.0","70.0","11.0","72.0","66.0","6.0","24.0","15.0","9.0","20.0","13.0","7.0","4.0","2.0","2.0","6.0","5.0","1.0","8.0","7.0","1.0","0.0","0.0","0.0","8.0","7.0","1.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","4.0","4.0","0.0"
"MD-512","Hagerstown/Washington County CoC","208.0","187.0","21.0","164.0","145.0","19.0","44.0","42.0","2.0","48.0","38.0","10.0","48.0","38.0","10.0","0.0","0.0","0.0","40.0","35.0","5.0","7.0","6.0","1.0","0.0","0.0","0.0","7.0","6.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"MD-513","Wicomico/Somerset/Worcester County CoC","260.0","218.0","42.0","212.0","170.0","42.0","48.0","48.0","0.0","41.0","31.0","10.0","41.0","31.0","10.0","0.0","0.0","0.0","32.0","24.0","8.0","9.0","8.0","1.0","0.0","0.0","0.0","9.0","8.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","4.0","4.0","0.0"
"MD-600","Prince George`s County/Maryland CoC","525.0","437.0","88.0","193.0","120.0","73.0","332.0","317.0","15.0","35.0","15.0","20.0","28.0","13.0","15.0","7.0","2.0","5.0","21.0","16.0","5.0","20.0","20.0","0.0","1.0","1.0","0.0","19.0","19.0","0.0","21.0","21.0","0.0","0.0","0.0","0.0","21.0","21.0","0.0","23.0","23.0","0.0"
"MD-601","Montgomery County CoC","894.0","763.0","131.0","616.0","490.0","126.0","278.0","273.0","5.0","163.0","112.0","51.0","158.0","109.0","49.0","5.0","3.0","2.0","14.0","11.0","3.0","32.0","24.0","8.0","0.0","0.0","0.0","32.0","24.0","8.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","29.0","29.0","0.0"
"ME-500","Maine Balance of State CoC","2280.0","2100.0","180.0","1352.0","1244.0","108.0","928.0","856.0","72.0","201.0","201.0","0.0","189.0","189.0","0.0","12.0","12.0","0.0","131.0","120.0","11.0","178.0","143.0","35.0","28.0","16.0","12.0","150.0","127.0","23.0","26.0","21.0","5.0","2.0","0.0","2.0","24.0","21.0","3.0","33.0","29.0","4.0"
"MI-500","Michigan Balance of State CoC","1465.0","1226.0","239.0","784.0","592.0","192.0","681.0","634.0","47.0","55.0","27.0","28.0","50.0","25.0","25.0","5.0","2.0","3.0","62.0","47.0","15.0","135.0","106.0","29.0","12.0","9.0","3.0","123.0","97.0","26.0","20.0","17.0","3.0","0.0","0.0","0.0","20.0","17.0","3.0","27.0","24.0","3.0"
"MI-501","Detroit CoC","2078.0","1858.0","220.0","1543.0","1328.0","215.0","535.0","530.0","5.0","249.0","144.0","105.0","230.0","125.0","105.0","19.0","19.0","0.0","337.0","320.0","17.0","134.0","130.0","4.0","8.0","8.0","0.0","126.0","122.0","4.0","61.0","61.0","0.0","2.0","2.0","0.0","59.0","59.0","0.0","95.0","95.0","0.0"
"MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","226.0","212.0","14.0","78.0","64.0","14.0","148.0","148.0","0.0","8.0","8.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","13.0","12.0","1.0","6.0","6.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"MI-503","St. Clair Shores/Warren/Macomb County CoC","354.0","290.0","64.0","276.0","212.0","64.0","78.0","78.0","0.0","31.0","28.0","3.0","31.0","28.0","3.0","0.0","0.0","0.0","56.0","56.0","0.0","15.0","12.0","3.0","3.0","3.0","0.0","12.0","9.0","3.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","5.0","5.0","0.0"
"MI-504","Pontiac/Royal Oak/Oakland County CoC","412.0","365.0","47.0","281.0","234.0","47.0","131.0","131.0","0.0","45.0","37.0","8.0","45.0","37.0","8.0","0.0","0.0","0.0","18.0","17.0","1.0","38.0","32.0","6.0","7.0","7.0","0.0","31.0","25.0","6.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","18.0","18.0","0.0"
"MI-505","Flint/Genesee County CoC","420.0","295.0","125.0","255.0","146.0","109.0","165.0","149.0","16.0","42.0","23.0","19.0","36.0","17.0","19.0","6.0","6.0","0.0","27.0","21.0","6.0","27.0","19.0","8.0","2.0","1.0","1.0","25.0","18.0","7.0","16.0","16.0","0.0","1.0","1.0","0.0","15.0","15.0","0.0","25.0","25.0","0.0"
"MI-506","Grand Rapids/Wyoming/Kent County CoC","912.0","851.0","61.0","614.0","559.0","55.0","298.0","292.0","6.0","108.0","92.0","16.0","108.0","92.0","16.0","0.0","0.0","0.0","92.0","83.0","9.0","62.0","55.0","7.0","7.0","7.0","0.0","55.0","48.0","7.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","14.0","14.0","0.0"
"MI-507","Portage/Kalamazoo City & County CoC","479.0","451.0","28.0","244.0","216.0","28.0","235.0","235.0","0.0","26.0","26.0","0.0","11.0","11.0","0.0","15.0","15.0","0.0","18.0","18.0","0.0","33.0","30.0","3.0","4.0","4.0","0.0","29.0","26.0","3.0","15.0","15.0","0.0","1.0","1.0","0.0","14.0","14.0","0.0","25.0","25.0","0.0"
"MI-508","Lansing/East Lansing/Ingham County CoC","435.0","390.0","45.0","271.0","231.0","40.0","164.0","159.0","5.0","45.0","31.0","14.0","40.0","26.0","14.0","5.0","5.0","0.0","27.0","25.0","2.0","18.0","18.0","0.0","7.0","7.0","0.0","11.0","11.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","7.0","7.0","0.0"
"MI-509","Ann Arbor/Washtenaw County CoC","302.0","262.0","40.0","242.0","204.0","38.0","60.0","58.0","2.0","43.0","29.0","14.0","41.0","29.0","12.0","2.0","0.0","2.0","38.0","35.0","3.0","23.0","21.0","2.0","2.0","2.0","0.0","21.0","19.0","2.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","9.0","9.0","0.0"
"MI-510","Saginaw City & County CoC","388.0","373.0","15.0","188.0","180.0","8.0","200.0","193.0","7.0","22.0","20.0","2.0","18.0","16.0","2.0","4.0","4.0","0.0","15.0","15.0","0.0","28.0","28.0","0.0","9.0","9.0","0.0","19.0","19.0","0.0","21.0","21.0","0.0","1.0","1.0","0.0","20.0","20.0","0.0","51.0","51.0","0.0"
"MI-511","Lenawee County CoC","128.0","128.0","0.0","59.0","59.0","0.0","69.0","69.0","0.0","15.0","15.0","0.0","15.0","15.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","4.0","4.0","0.0"
"MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","228.0","188.0","40.0","167.0","131.0","36.0","61.0","57.0","4.0","37.0","21.0","16.0","33.0","21.0","12.0","4.0","0.0","4.0","18.0","15.0","3.0","15.0","13.0","2.0","3.0","3.0","0.0","12.0","10.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"MI-513","Marquette, Alger Counties CoC","84.0","81.0","3.0","34.0","31.0","3.0","50.0","50.0","0.0","4.0","4.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0"
"MI-514","Battle Creek/Calhoun County CoC","204.0","175.0","29.0","152.0","128.0","24.0","52.0","47.0","5.0","22.0","13.0","9.0","22.0","13.0","9.0","0.0","0.0","0.0","23.0","22.0","1.0","18.0","16.0","2.0","7.0","7.0","0.0","11.0","9.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MI-515","Monroe City & County CoC","193.0","190.0","3.0","122.0","119.0","3.0","71.0","71.0","0.0","13.0","13.0","0.0","8.0","8.0","0.0","5.0","5.0","0.0","17.0","16.0","1.0","14.0","14.0","0.0","4.0","4.0","0.0","10.0","10.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"MI-516","Norton Shores/Muskegon City & County CoC","135.0","125.0","10.0","87.0","77.0","10.0","48.0","48.0","0.0","2.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","5.0","5.0","0.0","4.0","2.0","2.0","0.0","0.0","0.0","4.0","2.0","2.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","17.0","17.0","0.0"
"MI-517","Jackson City & County CoC","140.0","126.0","14.0","52.0","44.0","8.0","88.0","82.0","6.0","2.0","2.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","5.0","5.0","0.0","1.0","1.0","0.0","4.0","4.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0"
"MI-518","Livingston County CoC","103.0","91.0","12.0","56.0","49.0","7.0","47.0","42.0","5.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","11.0","11.0","0.0","1.0","1.0","0.0","10.0","10.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"MI-519","Holland/Ottawa County CoC","258.0","250.0","8.0","112.0","104.0","8.0","146.0","146.0","0.0","4.0","3.0","1.0","4.0","3.0","1.0","0.0","0.0","0.0","2.0","2.0","0.0","12.0","11.0","1.0","0.0","0.0","0.0","12.0","11.0","1.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","7.0","7.0","0.0"
