"CoC Number","CoC Name","Total Homeless, 2017","Sheltered Homeless, 2017","Unsheltered Homeless, 2017","Homeless Individuals, 2017","Sheltered Homeless Individuals, 2017","Unsheltered Homeless Individuals, 2017","Homeless People in Families, 2017","Sheltered Homeless People in Families, 2017","Unsheltered Homeless People in Families, 2017","Chronically Homeless, 2017","Sheltered Chronically Homeless, 2017","Unsheltered Chronically Homeless, 2017","Chronically Homeless Individuals, 2017","Sheltered Chronically Homeless Individuals, 2017","Unsheltered Chronically Homeless Individuals, 2017","Chronically Homeless People in Families, 2017","Sheltered Chronically Homeless People in Families, 2017","Unsheltered Chronically Homeless People in Families, 2017","Homeless Veterans, 2017","Sheltered Homeless Veterans, 2017","Unsheltered Homeless Veterans, 2017","Homeless Unaccompanied Youth (Under 25), 2017","Sheltered Homeless Unaccompanied Youth (Under 25), 2017","Unsheltered Homeless Unaccompanied Youth (Under 25), 2017","Homeless Unaccompanied Children (Under 18), 2017","Sheltered Homeless Unaccompanied Children (Under 18), 2017","Unsheltered Homeless Unaccompanied Children (Under 18), 2017","Homeless Unaccompanied Young Adults (Age 18-24), 2017","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2017","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2017","Parenting Youth (Under 25), 2017","Sheltered Parenting Youth (Under 25), 2017","Unsheltered Parenting Youth (Under 25), 2017","Parenting Youth Under 18, 2017","Sheltered Parenting Youth Under 18, 2017","Unsheltered Parenting Youth Under 18, 2017","Parenting Youth Age 18-24, 2017","Sheltered Parenting Youth Age 18-24, 2017","Unsheltered Parenting Youth Age 18-24, 2017","Children of Parenting Youth, 2017","Sheltered Children of Parenting Youth, 2017","Unsheltered Children of Parenting Youth, 2017"
"AK-500","Anchorage CoC","1128.0","973.0","155.0","848.0","693.0","155.0","280.0","280.0","0.0","116.0","72.0","44.0","114.0","70.0","44.0","2.0","2.0","0.0","69.0","57.0","12.0","115.0","101.0","14.0","8.0","8.0","0.0","107.0","93.0","14.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","21.0","21.0","0.0"
"AK-501","Alaska Balance of State CoC","717.0","578.0","139.0","506.0","367.0","139.0","211.0","211.0","0.0","141.0","86.0","55.0","102.0","47.0","55.0","39.0","39.0","0.0","55.0","38.0","17.0","47.0","41.0","6.0","7.0","7.0","0.0","40.0","34.0","6.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","18.0","18.0","0.0"
"AL-500","Birmingham/Jefferson, St. Clair, Shelby Counties CoC","1092.0","875.0","217.0","932.0","715.0","217.0","160.0","160.0","0.0","92.0","31.0","61.0","89.0","28.0","61.0","3.0","3.0","0.0","40.0","29.0","11.0","125.0","80.0","45.0","2.0","2.0","0.0","123.0","78.0","45.0","8.0","8.0","0.0","6.0","6.0","0.0","2.0","2.0","0.0","10.0","10.0","0.0"
"AL-501","Mobile City & County/Baldwin County CoC","606.0","341.0","265.0","426.0","179.0","247.0","180.0","162.0","18.0","65.0","9.0","56.0","65.0","9.0","56.0","0.0","0.0","0.0","76.0","50.0","26.0","18.0","9.0","9.0","0.0","0.0","0.0","18.0","9.0","9.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","18.0","18.0","0.0"
"AL-502","Florence/Northwest Alabama CoC","155.0","133.0","22.0","155.0","133.0","22.0","0.0","0.0","0.0","24.0","10.0","14.0","24.0","10.0","14.0","0.0","0.0","0.0","11.0","3.0","8.0","8.0","7.0","1.0","0.0","0.0","0.0","8.0","7.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL-503","Huntsville/North Alabama CoC","436.0","337.0","99.0","327.0","230.0","97.0","109.0","107.0","2.0","64.0","49.0","15.0","61.0","46.0","15.0","3.0","3.0","0.0","27.0","23.0","4.0","30.0","25.0","5.0","13.0","13.0","0.0","17.0","12.0","5.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"AL-504","Montgomery City & County CoC","377.0","314.0","63.0","284.0","225.0","59.0","93.0","89.0","4.0","45.0","39.0","6.0","45.0","39.0","6.0","0.0","0.0","0.0","55.0","53.0","2.0","23.0","23.0","0.0","5.0","5.0","0.0","18.0","18.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","4.0","4.0","0.0"
"AL-505","Gadsden/Northeast Alabama CoC","163.0","103.0","60.0","130.0","70.0","60.0","33.0","33.0","0.0","43.0","15.0","28.0","43.0","15.0","28.0","0.0","0.0","0.0","4.0","1.0","3.0","20.0","18.0","2.0","14.0","14.0","0.0","6.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL-506","Tuscaloosa City & County CoC","200.0","137.0","63.0","140.0","77.0","63.0","60.0","60.0","0.0","24.0","15.0","9.0","11.0","2.0","9.0","13.0","13.0","0.0","41.0","34.0","7.0","31.0","3.0","28.0","0.0","0.0","0.0","31.0","3.0","28.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AL-507","Alabama Balance of State CoC","764.0","416.0","348.0","591.0","321.0","270.0","173.0","95.0","78.0","6.0","3.0","3.0","6.0","3.0","3.0","0.0","0.0","0.0","15.0","9.0","6.0","39.0","17.0","22.0","2.0","0.0","2.0","37.0","17.0","20.0","3.0","0.0","3.0","0.0","0.0","0.0","3.0","0.0","3.0","4.0","0.0","4.0"
"AR-500","Little Rock/Central Arkansas CoC","1006.0","456.0","550.0","892.0","374.0","518.0","114.0","82.0","32.0","226.0","76.0","150.0","216.0","76.0","140.0","10.0","0.0","10.0","121.0","67.0","54.0","75.0","37.0","38.0","8.0","6.0","2.0","67.0","31.0","36.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"AR-501","Fayetteville/Northwest Arkansas CoC","330.0","235.0","95.0","235.0","140.0","95.0","95.0","95.0","0.0","66.0","29.0","37.0","59.0","22.0","37.0","7.0","7.0","0.0","46.0","29.0","17.0","12.0","8.0","4.0","0.0","0.0","0.0","12.0","8.0","4.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","4.0","4.0","0.0"
"AR-503","Arkansas  Balance of State  CoC","822.0","387.0","435.0","738.0","320.0","418.0","84.0","67.0","17.0","107.0","27.0","80.0","107.0","27.0","80.0","0.0","0.0","0.0","32.0","20.0","12.0","99.0","26.0","73.0","0.0","0.0","0.0","99.0","26.0","73.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","5.0","5.0","0.0"
"AR-505","Southeast Arkansas","88.0","88.0","0.0","49.0","49.0","0.0","39.0","39.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","13.0","13.0","0.0","9.0","9.0","0.0","4.0","4.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"AR-508","Old Fort Homeless Coalition","168.0","80.0","88.0","131.0","54.0","77.0","37.0","26.0","11.0","71.0","15.0","56.0","65.0","13.0","52.0","6.0","2.0","4.0","37.0","12.0","25.0","7.0","3.0","4.0","0.0","0.0","0.0","7.0","3.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AR-512","Boone, Baxter, Marion, Newton Counties CoC","53.0","27.0","26.0","23.0","0.0","23.0","30.0","27.0","3.0","3.0","0.0","3.0","3.0","0.0","3.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AZ-500","Arizona Balance of State CoC","1768.0","1046.0","722.0","1434.0","782.0","652.0","334.0","264.0","70.0","388.0","68.0","320.0","358.0","59.0","299.0","30.0","9.0","21.0","238.0","113.0","125.0","125.0","78.0","47.0","12.0","11.0","1.0","113.0","67.0","46.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","8.0","8.0","0.0"
"AZ-501","Tucson/Pima County CoC","1574.0","1189.0","385.0","1249.0","864.0","385.0","325.0","325.0","0.0","225.0","169.0","56.0","223.0","167.0","56.0","2.0","2.0","0.0","243.0","187.0","56.0","133.0","88.0","45.0","4.0","3.0","1.0","129.0","85.0","44.0","27.0","27.0","0.0","0.0","0.0","0.0","27.0","27.0","0.0","35.0","35.0","0.0"
"AZ-502","Phoenix/Mesa/Maricopa County Regional CoC","5605.0","3546.0","2059.0","3805.0","1777.0","2028.0","1800.0","1769.0","31.0","939.0","309.0","630.0","882.0","266.0","616.0","57.0","43.0","14.0","489.0","341.0","148.0","320.0","179.0","141.0","39.0","31.0","8.0","281.0","148.0","133.0","45.0","45.0","0.0","0.0","0.0","0.0","45.0","45.0","0.0","69.0","69.0","0.0"
"CA-500","San Jose/Santa Clara City & County CoC","7394.0","1946.0","5448.0","6319.0","1167.0","5152.0","1075.0","779.0","296.0","2097.0","302.0","1795.0","2018.0","260.0","1758.0","79.0","42.0","37.0","660.0","208.0","452.0","2530.0","94.0","2436.0","509.0","9.0","500.0","2021.0","85.0","1936.0","34.0","26.0","8.0","0.0","0.0","0.0","34.0","26.0","8.0","37.0","28.0","9.0"
"CA-501","San Francisco CoC","6858.0","2505.0","4353.0","6257.0","1924.0","4333.0","601.0","581.0","20.0","2138.0","560.0","1578.0","2112.0","537.0","1575.0","26.0","23.0","3.0","684.0","328.0","356.0","1274.0","150.0","1124.0","104.0","10.0","94.0","1170.0","140.0","1030.0","41.0","34.0","7.0","0.0","0.0","0.0","41.0","34.0","7.0","40.0","35.0","5.0"
"CA-502","Oakland/Alameda County CoC","5629.0","1766.0","3863.0","4918.0","1081.0","3837.0","711.0","685.0","26.0","1707.0","298.0","1409.0","1620.0","214.0","1406.0","87.0","84.0","3.0","531.0","153.0","378.0","991.0","253.0","738.0","72.0","10.0","62.0","919.0","243.0","676.0","74.0","69.0","5.0","0.0","0.0","0.0","74.0","69.0","5.0","95.0","88.0","7.0"
"CA-503","Sacramento City & County CoC","3665.0","1613.0","2052.0","3076.0","1041.0","2035.0","589.0","572.0","17.0","1126.0","323.0","803.0","1091.0","288.0","803.0","35.0","35.0","0.0","469.0","142.0","327.0","205.0","87.0","118.0","3.0","3.0","0.0","202.0","84.0","118.0","29.0","29.0","0.0","0.0","0.0","0.0","29.0","29.0","0.0","40.0","40.0","0.0"
"CA-504","Santa Rosa/Petaluma/Sonoma County CoC","2835.0","988.0","1847.0","2509.0","669.0","1840.0","326.0","319.0","7.0","598.0","134.0","464.0","577.0","113.0","464.0","21.0","21.0","0.0","211.0","66.0","145.0","532.0","49.0","483.0","116.0","0.0","116.0","416.0","49.0","367.0","6.0","3.0","3.0","0.0","0.0","0.0","6.0","3.0","3.0","6.0","3.0","3.0"
"CA-505","Richmond/Contra Costa County CoC","1607.0","696.0","911.0","1352.0","512.0","840.0","255.0","184.0","71.0","331.0","130.0","201.0","311.0","117.0","194.0","20.0","13.0","7.0","99.0","50.0","49.0","61.0","30.0","31.0","0.0","0.0","0.0","61.0","30.0","31.0","12.0","7.0","5.0","0.0","0.0","0.0","12.0","7.0","5.0","15.0","11.0","4.0"
"CA-506","Salinas/Monterey, San Benito Counties CoC","3364.0","850.0","2514.0","2719.0","421.0","2298.0","645.0","429.0","216.0","902.0","43.0","859.0","900.0","41.0","859.0","2.0","2.0","0.0","123.0","67.0","56.0","627.0","38.0","589.0","152.0","0.0","152.0","475.0","38.0","437.0","9.0","7.0","2.0","0.0","0.0","0.0","9.0","7.0","2.0","9.0","8.0","1.0"
"CA-507","Marin County CoC","1117.0","409.0","708.0","917.0","239.0","678.0","200.0","170.0","30.0","359.0","67.0","292.0","329.0","42.0","287.0","30.0","25.0","5.0","94.0","27.0","67.0","127.0","12.0","115.0","18.0","0.0","18.0","109.0","12.0","97.0","4.0","3.0","1.0","0.0","0.0","0.0","4.0","3.0","1.0","4.0","3.0","1.0"
"CA-508","Watsonville/Santa Cruz City & County CoC","2249.0","450.0","1799.0","1846.0","216.0","1630.0","403.0","234.0","169.0","600.0","77.0","523.0","525.0","58.0","467.0","75.0","19.0","56.0","236.0","19.0","217.0","586.0","13.0","573.0","163.0","4.0","159.0","423.0","9.0","414.0","13.0","3.0","10.0","0.0","0.0","0.0","13.0","3.0","10.0","17.0","4.0","13.0"
"CA-509","Mendocino County CoC","1238.0","160.0","1078.0","1179.0","112.0","1067.0","59.0","48.0","11.0","97.0","38.0","59.0","94.0","38.0","56.0","3.0","0.0","3.0","24.0","11.0","13.0","42.0","19.0","23.0","0.0","0.0","0.0","42.0","19.0","23.0","5.0","4.0","1.0","0.0","0.0","0.0","5.0","4.0","1.0","5.0","4.0","1.0"
"CA-510","Turlock/Modesto/Stanislaus County CoC","1661.0","840.0","821.0","1256.0","508.0","748.0","405.0","332.0","73.0","178.0","60.0","118.0","151.0","44.0","107.0","27.0","16.0","11.0","100.0","42.0","58.0","103.0","36.0","67.0","2.0","1.0","1.0","101.0","35.0","66.0","26.0","21.0","5.0","10.0","10.0","0.0","16.0","11.0","5.0","21.0","16.0","5.0"
"CA-511","Stockton/San Joaquin County CoC","1542.0","975.0","567.0","1016.0","467.0","549.0","526.0","508.0","18.0","254.0","130.0","124.0","243.0","119.0","124.0","11.0","11.0","0.0","109.0","77.0","32.0","67.0","38.0","29.0","5.0","5.0","0.0","62.0","33.0","29.0","9.0","7.0","2.0","0.0","0.0","0.0","9.0","7.0","2.0","14.0","11.0","3.0"
"CA-512","Daly/San Mateo County CoC","1253.0","616.0","637.0","822.0","260.0","562.0","431.0","356.0","75.0","234.0","31.0","203.0","234.0","31.0","203.0","0.0","0.0","0.0","105.0","48.0","57.0","30.0","19.0","11.0","5.0","1.0","4.0","25.0","18.0","7.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","10.0","10.0","0.0"
"CA-513","Visalia, Kings, Tulare Counties CoC","853.0","354.0","499.0","732.0","249.0","483.0","121.0","105.0","16.0","251.0","20.0","231.0","248.0","17.0","231.0","3.0","3.0","0.0","45.0","15.0","30.0","56.0","30.0","26.0","0.0","0.0","0.0","56.0","30.0","26.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","7.0","7.0","0.0"
"CA-514","Fresno/Madera County CoC","2016.0","487.0","1529.0","1742.0","213.0","1529.0","274.0","274.0","0.0","692.0","49.0","643.0","688.0","45.0","643.0","4.0","4.0","0.0","211.0","88.0","123.0","101.0","33.0","68.0","5.0","3.0","2.0","96.0","30.0","66.0","24.0","24.0","0.0","0.0","0.0","0.0","24.0","24.0","0.0","30.0","30.0","0.0"
"CA-515","Roseville/Rocklin/Placer, Nevada Counties CoC","979.0","521.0","458.0","772.0","337.0","435.0","207.0","184.0","23.0","232.0","67.0","165.0","225.0","60.0","165.0","7.0","7.0","0.0","44.0","20.0","24.0","66.0","25.0","41.0","0.0","0.0","0.0","66.0","25.0","41.0","3.0","2.0","1.0","0.0","0.0","0.0","3.0","2.0","1.0","5.0","4.0","1.0"
"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","934.0","530.0","404.0","721.0","355.0","366.0","213.0","175.0","38.0","341.0","99.0","242.0","317.0","91.0","226.0","24.0","8.0","16.0","103.0","43.0","60.0","68.0","38.0","30.0","0.0","0.0","0.0","68.0","38.0","30.0","8.0","6.0","2.0","1.0","0.0","1.0","7.0","6.0","1.0","13.0","10.0","3.0"
"CA-517","Napa City & County CoC","315.0","199.0","116.0","233.0","117.0","116.0","82.0","82.0","0.0","134.0","81.0","53.0","128.0","75.0","53.0","6.0","6.0","0.0","17.0","8.0","9.0","23.0","7.0","16.0","0.0","0.0","0.0","23.0","7.0","16.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"CA-518","Vallejo/Solano County CoC","1232.0","315.0","917.0","1070.0","184.0","886.0","162.0","131.0","31.0","434.0","60.0","374.0","425.0","54.0","371.0","9.0","6.0","3.0","156.0","51.0","105.0","210.0","31.0","179.0","18.0","0.0","18.0","192.0","31.0","161.0","14.0","12.0","2.0","0.0","0.0","0.0","14.0","12.0","2.0","17.0","14.0","3.0"
"CA-519","Chico/Paradise/Butte County CoC","1195.0","450.0","745.0","997.0","309.0","688.0","198.0","141.0","57.0","531.0","111.0","420.0","495.0","92.0","403.0","36.0","19.0","17.0","110.0","30.0","80.0","68.0","26.0","42.0","8.0","0.0","8.0","60.0","26.0","34.0","8.0","7.0","1.0","0.0","0.0","0.0","8.0","7.0","1.0","12.0","11.0","1.0"
"CA-520","Merced City & County CoC","454.0","156.0","298.0","447.0","152.0","295.0","7.0","4.0","3.0","120.0","1.0","119.0","120.0","1.0","119.0","0.0","0.0","0.0","17.0","0.0","17.0","23.0","0.0","23.0","0.0","0.0","0.0","23.0","0.0","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA-521","Davis/Woodland/Yolo County CoC","459.0","250.0","209.0","318.0","114.0","204.0","141.0","136.0","5.0","174.0","27.0","147.0","169.0","27.0","142.0","5.0","0.0","5.0","28.0","10.0","18.0","18.0","9.0","9.0","0.0","0.0","0.0","18.0","9.0","9.0","7.0","7.0","0.0","1.0","1.0","0.0","6.0","6.0","0.0","13.0","13.0","0.0"
"CA-522","Humboldt County CoC","759.0","325.0","434.0","667.0","266.0","401.0","92.0","59.0","33.0","310.0","42.0","268.0","302.0","42.0","260.0","8.0","0.0","8.0","91.0","51.0","40.0","82.0","38.0","44.0","23.0","23.0","0.0","59.0","15.0","44.0","3.0","1.0","2.0","0.0","0.0","0.0","3.0","1.0","2.0","3.0","1.0","2.0"
"CA-523","Colusa, Glenn, Trinity Counties CoC","176.0","43.0","133.0","118.0","16.0","102.0","58.0","27.0","31.0","34.0","0.0","34.0","34.0","0.0","34.0","0.0","0.0","0.0","12.0","0.0","12.0","7.0","0.0","7.0","0.0","0.0","0.0","7.0","0.0","7.0","4.0","2.0","2.0","0.0","0.0","0.0","4.0","2.0","2.0","3.0","2.0","1.0"
"CA-524","Yuba City & County/Sutter County CoC","760.0","287.0","473.0","557.0","172.0","385.0","203.0","115.0","88.0","150.0","74.0","76.0","134.0","61.0","73.0","16.0","13.0","3.0","47.0","20.0","27.0","32.0","12.0","20.0","1.0","0.0","1.0","31.0","12.0","19.0","9.0","3.0","6.0","0.0","0.0","0.0","9.0","3.0","6.0","10.0","3.0","7.0"
"CA-525","El Dorado County CoC","602.0","106.0","496.0","446.0","88.0","358.0","156.0","18.0","138.0","241.0","30.0","211.0","169.0","24.0","145.0","72.0","6.0","66.0","97.0","15.0","82.0","30.0","8.0","22.0","3.0","3.0","0.0","27.0","5.0","22.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA-526","Amador, Calaveras, Tuolumne and Mariposa Counties CoC","367.0","103.0","264.0","259.0","39.0","220.0","108.0","64.0","44.0","71.0","4.0","67.0","71.0","4.0","67.0","0.0","0.0","0.0","20.0","10.0","10.0","25.0","6.0","19.0","0.0","0.0","0.0","25.0","6.0","19.0","13.0","0.0","13.0","0.0","0.0","0.0","13.0","0.0","13.0","8.0","0.0","8.0"
"CA-527","Tehama County CoC","124.0","68.0","56.0","103.0","47.0","56.0","21.0","21.0","0.0","61.0","24.0","37.0","61.0","24.0","37.0","0.0","0.0","0.0","9.0","8.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"CA-529","Lake County CoC","401.0","28.0","373.0","294.0","10.0","284.0","107.0","18.0","89.0","178.0","2.0","176.0","134.0","2.0","132.0","44.0","0.0","44.0","23.0","0.0","23.0","16.0","0.0","16.0","0.0","0.0","0.0","16.0","0.0","16.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","5.0","5.0","0.0"
"CA-530","Inyo, Mono, Alpine Counties CoC","121.0","5.0","116.0","102.0","3.0","99.0","19.0","2.0","17.0","31.0","0.0","31.0","31.0","0.0","31.0","0.0","0.0","0.0","13.0","0.0","13.0","5.0","0.0","5.0","0.0","0.0","0.0","5.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA-600","Los Angeles City & County CoC","55188.0","13972.0","41216.0","47082.0","7374.0","39708.0","8106.0","6598.0","1508.0","16576.0","998.0","15578.0","16016.0","729.0","15287.0","560.0","269.0","291.0","4476.0","1070.0","3406.0","5163.0","1010.0","4153.0","248.0","64.0","184.0","4915.0","946.0","3969.0","315.0","189.0","126.0","0.0","0.0","0.0","315.0","189.0","126.0","369.0","197.0","172.0"
"CA-601","San Diego City and County CoC","9160.0","3539.0","5621.0","7571.0","2243.0","5328.0","1589.0","1296.0","293.0","2176.0","389.0","1787.0","2088.0","334.0","1754.0","88.0","55.0","33.0","1067.0","613.0","454.0","1160.0","277.0","883.0","68.0","27.0","41.0","1092.0","250.0","842.0","94.0","73.0","21.0","4.0","0.0","4.0","90.0","73.0","17.0","124.0","107.0","17.0"
"CA-602","Santa Ana/Anaheim/Orange County CoC","4792.0","2208.0","2584.0","3527.0","1009.0","2518.0","1265.0","1199.0","66.0","893.0","284.0","609.0","873.0","269.0","604.0","20.0","15.0","5.0","405.0","48.0","357.0","128.0","53.0","75.0","4.0","4.0","0.0","124.0","49.0","75.0","26.0","26.0","0.0","0.0","0.0","0.0","26.0","26.0","0.0","33.0","33.0","0.0"
"CA-603","Santa Maria/Santa Barbara County CoC","1860.0","967.0","893.0","1422.0","683.0","739.0","438.0","284.0","154.0","226.0","126.0","100.0","153.0","111.0","42.0","73.0","15.0","58.0","100.0","51.0","49.0","145.0","47.0","98.0","36.0","3.0","33.0","109.0","44.0","65.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","6.0","6.0","0.0"
"CA-604","Bakersfield/Kern County CoC","810.0","541.0","269.0","623.0","366.0","257.0","187.0","175.0","12.0","289.0","123.0","166.0","234.0","75.0","159.0","55.0","48.0","7.0","90.0","62.0","28.0","53.0","31.0","22.0","0.0","0.0","0.0","53.0","31.0","22.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","8.0","8.0","0.0"
"CA-606","Long Beach CoC","1863.0","655.0","1208.0","1646.0","495.0","1151.0","217.0","160.0","57.0","694.0","148.0","546.0","680.0","146.0","534.0","14.0","2.0","12.0","318.0","208.0","110.0","64.0","15.0","49.0","0.0","0.0","0.0","64.0","15.0","49.0","8.0","7.0","1.0","0.0","0.0","0.0","8.0","7.0","1.0","10.0","9.0","1.0"
"CA-607","Pasadena CoC","575.0","228.0","347.0","465.0","128.0","337.0","110.0","100.0","10.0","202.0","47.0","155.0","196.0","47.0","149.0","6.0","0.0","6.0","30.0","11.0","19.0","36.0","8.0","28.0","5.0","0.0","5.0","31.0","8.0","23.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","5.0","5.0","0.0"
"CA-608","Riverside City & County CoC","2406.0","768.0","1638.0","2172.0","538.0","1634.0","234.0","230.0","4.0","418.0","77.0","341.0","411.0","70.0","341.0","7.0","7.0","0.0","148.0","57.0","91.0","257.0","75.0","182.0","30.0","19.0","11.0","227.0","56.0","171.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","8.0","8.0","0.0"
"CA-609","San Bernardino City & County CoC","1866.0","687.0","1179.0","1432.0","297.0","1135.0","434.0","390.0","44.0","441.0","14.0","427.0","418.0","9.0","409.0","23.0","5.0","18.0","161.0","50.0","111.0","166.0","44.0","122.0","22.0","8.0","14.0","144.0","36.0","108.0","24.0","24.0","0.0","0.0","0.0","0.0","24.0","24.0","0.0","36.0","36.0","0.0"
"CA-611","Oxnard/San Buenaventura/Ventura County CoC","1152.0","488.0","664.0","969.0","346.0","623.0","183.0","142.0","41.0","385.0","101.0","284.0","376.0","97.0","279.0","9.0","4.0","5.0","80.0","30.0","50.0","58.0","33.0","25.0","2.0","1.0","1.0","56.0","32.0","24.0","3.0","2.0","1.0","0.0","0.0","0.0","3.0","2.0","1.0","3.0","2.0","1.0"
"CA-612","Glendale CoC","168.0","111.0","57.0","72.0","27.0","45.0","96.0","84.0","12.0","67.0","25.0","42.0","33.0","3.0","30.0","34.0","22.0","12.0","4.0","0.0","4.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","2.0","1.0","1.0"
"CA-613","Imperial County CoC","1154.0","128.0","1026.0","1034.0","60.0","974.0","120.0","68.0","52.0","105.0","3.0","102.0","88.0","3.0","85.0","17.0","0.0","17.0","21.0","0.0","21.0","24.0","4.0","20.0","4.0","0.0","4.0","20.0","4.0","16.0","4.0","2.0","2.0","0.0","0.0","0.0","4.0","2.0","2.0","6.0","4.0","2.0"
"CA-614","San Luis Obispo County CoC","1125.0","303.0","822.0","977.0","168.0","809.0","148.0","135.0","13.0","282.0","16.0","266.0","276.0","16.0","260.0","6.0","0.0","6.0","84.0","8.0","76.0","196.0","9.0","187.0","23.0","0.0","23.0","173.0","9.0","164.0","7.0","3.0","4.0","0.0","0.0","0.0","7.0","3.0","4.0","7.0","3.0","4.0"
"CO-500","Colorado Balance of State CoC","4019.0","1511.0","2508.0","2568.0","968.0","1600.0","1451.0","543.0","908.0","807.0","228.0","579.0","722.0","210.0","512.0","85.0","18.0","67.0","332.0","141.0","191.0","240.0","75.0","165.0","16.0","4.0","12.0","224.0","71.0","153.0","62.0","29.0","33.0","0.0","0.0","0.0","62.0","29.0","33.0","75.0","42.0","33.0"
"CO-503","Metropolitan Denver Homeless Initiative","5506.0","4612.0","894.0","4031.0","3201.0","830.0","1475.0","1411.0","64.0","1083.0","629.0","454.0","1038.0","587.0","451.0","45.0","42.0","3.0","548.0","476.0","72.0","436.0","309.0","127.0","26.0","19.0","7.0","410.0","290.0","120.0","36.0","33.0","3.0","0.0","0.0","0.0","36.0","33.0","3.0","45.0","39.0","6.0"
"CO-504","Colorado Springs/El Paso County CoC","1415.0","958.0","457.0","972.0","550.0","422.0","443.0","408.0","35.0","374.0","120.0","254.0","366.0","117.0","249.0","8.0","3.0","5.0","198.0","126.0","72.0","87.0","44.0","43.0","3.0","0.0","3.0","84.0","44.0","40.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","18.0","18.0","0.0"
"CT-503","Bridgeport/Norwalk /Stamford/Fairfield County CoC","778.0","696.0","82.0","430.0","348.0","82.0","348.0","348.0","0.0","52.0","36.0","16.0","48.0","32.0","16.0","4.0","4.0","0.0","48.0","46.0","2.0","47.0","28.0","19.0","10.0","10.0","0.0","37.0","18.0","19.0","19.0","19.0","0.0","0.0","0.0","0.0","19.0","19.0","0.0","29.0","29.0","0.0"
"CT-505","Connecticut Balance of State CoC","2610.0","2276.0","334.0","1778.0","1448.0","330.0","832.0","828.0","4.0","368.0","237.0","131.0","339.0","208.0","131.0","29.0","29.0","0.0","143.0","131.0","12.0","123.0","78.0","45.0","3.0","1.0","2.0","120.0","77.0","43.0","45.0","45.0","0.0","0.0","0.0","0.0","45.0","45.0","0.0","60.0","60.0","0.0"
