"CoC Number","CoC Name","Total Homeless, 2009","Sheltered Homeless, 2009","Unsheltered Homeless, 2009","Homeless Individuals, 2009","Sheltered Homeless Individuals, 2009","Unsheltered Homeless Individuals, 2009","Homeless People in Families, 2009","Sheltered Homeless People in Families, 2009","Unsheltered Homeless People in Families, 2009","Chronically Homeless Individuals, 2009","Sheltered Chronically Homeless Individuals, 2009","Unsheltered Chronically Homeless Individuals, 2009"
"MI-507","Portage/Kalamazoo City & County CoC","985.0","971.0","14.0","426.0","412.0","14.0","559.0","559.0","0.0","38.0","33.0","5.0"
"MI-508","Lansing/East Lansing/Ingham County CoC","416.0","396.0","20.0","225.0","205.0","20.0","191.0","191.0","0.0","131.0","123.0","8.0"
"MI-509","Ann Arbor/Washtenaw County CoC","342.0","307.0","35.0","210.0","177.0","33.0","132.0","130.0","2.0","60.0","38.0","22.0"
"MI-510","Saginaw City & County CoC","305.0","278.0","27.0","176.0","149.0","27.0","129.0","129.0","0.0","71.0","57.0","14.0"
"MI-511","Lenawee County CoC","114.0","109.0","5.0","29.0","27.0","2.0","85.0","82.0","3.0","7.0","7.0","0.0"
"MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","281.0","279.0","2.0","133.0","131.0","2.0","148.0","148.0","0.0","21.0","19.0","2.0"
"MI-513","Marquette, Alger Counties CoC","68.0","63.0","5.0","28.0","23.0","5.0","40.0","40.0","0.0","3.0","3.0","0.0"
"MI-514","Battle Creek/Calhoun County CoC","238.0","185.0","53.0","176.0","128.0","48.0","62.0","57.0","5.0","59.0","59.0","0.0"
"MI-515","Monroe City & County CoC","140.0","136.0","4.0","75.0","74.0","1.0","65.0","62.0","3.0","17.0","16.0","1.0"
"MI-516","Norton Shores/Muskegon City & County CoC","466.0","145.0","321.0","254.0","78.0","176.0","212.0","67.0","145.0","24.0","18.0","6.0"
"MI-517","Jackson City & County CoC","323.0","304.0","19.0","121.0","102.0","19.0","202.0","202.0","0.0","13.0","1.0","12.0"
"MI-518","Livingston County CoC","121.0","108.0","13.0","46.0","33.0","13.0","75.0","75.0","0.0","4.0","3.0","1.0"
"MI-519","Holland/Ottawa County CoC","299.0","297.0","2.0","113.0","111.0","2.0","186.0","186.0","0.0","3.0","3.0","0.0"
"MI-523","Eaton County CoC","151.0","135.0","16.0","14.0","6.0","8.0","137.0","129.0","8.0","0.0","0.0","0.0"
"MN-500","Minneapolis/Hennepin County CoC","3281.0","3025.0","256.0","1551.0","1326.0","225.0","1730.0","1699.0","31.0","775.0","670.0","105.0"
"MN-501","Saint Paul/Ramsey County CoC","1377.0","1284.0","93.0","693.0","604.0","89.0","684.0","680.0","4.0","233.0","181.0","52.0"
"MN-502","Rochester/Southeast Minnesota CoC","417.0","413.0","4.0","124.0","120.0","4.0","293.0","293.0","0.0","70.0","66.0","4.0"
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties","840.0","733.0","107.0","196.0","131.0","65.0","644.0","602.0","42.0","72.0","48.0","24.0"
"MN-504","Northeast Minnesota CoC","210.0","120.0","90.0","69.0","27.0","42.0","141.0","93.0","48.0","35.0","12.0","23.0"
"MN-505","St. Cloud/Central Minnesota CoC","451.0","343.0","108.0","228.0","153.0","75.0","223.0","190.0","33.0","102.0","73.0","29.0"
"MN-506","Northwest Minnesota CoC","261.0","225.0","36.0","87.0","63.0","24.0","174.0","162.0","12.0","41.0","28.0","13.0"
"MN-508","Moorhead/West Central Minnesota CoC","272.0","192.0","80.0","126.0","68.0","58.0","146.0","124.0","22.0","22.0","10.0","12.0"
"MN-509","Duluth/St.Louis County CoC","504.0","356.0","148.0","262.0","129.0","133.0","242.0","227.0","15.0","87.0","33.0","54.0"
"MN-511","Southwest Minnesota CoC","105.0","81.0","24.0","57.0","47.0","10.0","48.0","34.0","14.0","12.0","8.0","4.0"
"MO-500","St. Louis County CoC","643.0","414.0","229.0","221.0","131.0","90.0","422.0","283.0","139.0","74.0","63.0","11.0"
"MO-501","St.Louis City CoC","1306.0","973.0","333.0","842.0","611.0","231.0","464.0","362.0","102.0","147.0","136.0","11.0"
"MO-503","St. Charles, Lincoln, Warren Counties CoC","830.0","549.0","281.0","338.0","208.0","130.0","492.0","341.0","151.0","37.0","26.0","11.0"
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","418.0","383.0","35.0","201.0","177.0","24.0","217.0","206.0","11.0","22.0","0.0","22.0"
"MO-602","Joplin/Jasper, Newton Counties CoC","322.0","285.0","37.0","261.0","224.0","37.0","61.0","61.0","0.0","25.0","23.0","2.0"
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","159.0","155.0","4.0","96.0","92.0","4.0","63.0","63.0","0.0","32.0","28.0","4.0"
"MO-604a","Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS","1809.0","1570.0","239.0","1116.0","915.0","201.0","693.0","655.0","38.0","404.0","278.0","126.0"
"MO-606","Missouri Balance of State CoC","1694.0","1320.0","374.0","886.0","671.0","215.0","808.0","649.0","159.0","194.0","166.0","28.0"
"MS-500","Jackson/Rankin, Madison Counties CoC","922.0","426.0","496.0","693.0","296.0","397.0","229.0","130.0","99.0","312.0","87.0","225.0"
"MS-501","Mississippi Balance of State CoC","1242.0","660.0","582.0","581.0","277.0","304.0","661.0","383.0","278.0","125.0","59.0","66.0"
"MS-503","Gulf Port/Gulf Coast Regional CoC","633.0","135.0","498.0","569.0","82.0","487.0","64.0","53.0","11.0","85.0","6.0","79.0"
"MT-500","Montana Statewide CoC","1196.0","833.0","363.0","752.0","481.0","271.0","444.0","352.0","92.0","160.0","107.0","53.0"
"NC-500","Winston Salem/Forsyth County CoC","489.0","421.0","68.0","395.0","327.0","68.0","94.0","94.0","0.0","119.0","116.0","3.0"
"NC-501","Asheville/Buncombe County CoC","518.0","426.0","92.0","432.0","340.0","92.0","86.0","86.0","0.0","180.0","147.0","33.0"
"NC-502","Durham City & County CoC","536.0","502.0","34.0","437.0","403.0","34.0","99.0","99.0","0.0","142.0","108.0","34.0"
"NC-503","North Carolina Balance of State CoC","2821.0","2009.0","812.0","1860.0","1226.0","634.0","961.0","783.0","178.0","180.0","140.0","40.0"
"NC-504","Greensboro/High Point CoC","1078.0","948.0","130.0","746.0","628.0","118.0","332.0","320.0","12.0","82.0","56.0","26.0"
"NC-505","Charlotte/Mecklenberg CoC","2594.0","2044.0","550.0","1930.0","1383.0","547.0","664.0","661.0","3.0","374.0","343.0","31.0"
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","630.0","468.0","162.0","343.0","249.0","94.0","287.0","219.0","68.0","118.0","73.0","45.0"
"NC-507","Raleigh/Wake County CoC","1152.0","905.0","247.0","881.0","634.0","247.0","271.0","271.0","0.0","54.0","54.0","0.0"
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","580.0","224.0","356.0","427.0","146.0","281.0","153.0","78.0","75.0","24.0","10.0","14.0"
"NC-511","Fayetteville/Cumberland County CoC","965.0","263.0","702.0","411.0","76.0","335.0","554.0","187.0","367.0","45.0","19.0","26.0"
"NC-513","Chapel Hill/Orange County CoC","156.0","151.0","5.0","110.0","105.0","5.0","46.0","46.0","0.0","42.0","37.0","5.0"
"NC-516","Northwest North Carolina CoC","1399.0","112.0","1287.0","1187.0","59.0","1128.0","212.0","53.0","159.0","130.0","4.0","126.0"
"ND-500","North Dakota Statewide CoC","773.0","765.0","8.0","548.0","540.0","8.0","225.0","225.0","0.0","70.0","66.0","4.0"
"NE-500","Nebraska Balance of State CoC","1483.0","931.0","552.0","662.0","421.0","241.0","821.0","510.0","311.0","99.0","54.0","45.0"
"NE-501","Omaha/Council Bluffs CoC","1262.0","1201.0","61.0","958.0","897.0","61.0","304.0","304.0","0.0","322.0","297.0","25.0"
"NE-502","Lincoln CoC","973.0","947.0","26.0","452.0","429.0","23.0","521.0","518.0","3.0","74.0","62.0","12.0"
"NH-500","New Hampshire Balance of State CoC","769.0","719.0","50.0","397.0","355.0","42.0","372.0","364.0","8.0","202.0","177.0","25.0"
"NH-501","Manchester CoC","508.0","337.0","171.0","316.0","152.0","164.0","192.0","185.0","7.0","59.0","52.0","7.0"
"NH-502","Nashua/Hillsborough County CoC","368.0","350.0","18.0","178.0","163.0","15.0","190.0","187.0","3.0","69.0","56.0","13.0"
"NJ-500","Atlantic City & County CoC","461.0","339.0","122.0","315.0","218.0","97.0","146.0","121.0","25.0","66.0","35.0","31.0"
"NJ-501","Bergen County CoC","1433.0","1354.0","79.0","572.0","513.0","59.0","861.0","841.0","20.0","75.0","48.0","27.0"
"NJ-502","Burlington County CoC","979.0","949.0","30.0","382.0","358.0","24.0","597.0","591.0","6.0","82.0","75.0","7.0"
"NJ-503","Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC","1116.0","922.0","194.0","603.0","472.0","131.0","513.0","450.0","63.0","93.0","72.0","21.0"
"NJ-504","Newark/Essex County CoC","1730.0","1539.0","191.0","764.0","615.0","149.0","966.0","924.0","42.0","125.0","92.0","33.0"
"NJ-506","Jersey City/Bayonne/Hudson County CoC","1779.0","1650.0","129.0","563.0","467.0","96.0","1216.0","1183.0","33.0","72.0","45.0","27.0"
"NJ-507","New Brunswick/Middlesex County CoC","796.0","583.0","213.0","432.0","285.0","147.0","364.0","298.0","66.0","45.0","25.0","20.0"
"NJ-508","Monmouth County CoC","676.0","638.0","38.0","300.0","277.0","23.0","376.0","361.0","15.0","72.0","61.0","11.0"
"NJ-509","Morris County CoC","302.0","257.0","45.0","151.0","108.0","43.0","151.0","149.0","2.0","46.0","27.0","19.0"
"NJ-510","Lakewood Township/Ocean County CoC","453.0","406.0","47.0","253.0","213.0","40.0","200.0","193.0","7.0","46.0","40.0","6.0"
"NJ-511","Paterson/Passaic County CoC","306.0","207.0","99.0","179.0","112.0","67.0","127.0","95.0","32.0","38.0","18.0","20.0"
"NJ-512","Salem County CoC","148.0","146.0","2.0","85.0","83.0","2.0","63.0","63.0","0.0","20.0","18.0","2.0"
"NJ-513","Somerset County CoC","298.0","283.0","15.0","177.0","165.0","12.0","121.0","118.0","3.0","7.0","7.0","0.0"
"NJ-514","Trenton/Mercer County CoC","1062.0","1020.0","42.0","515.0","486.0","29.0","547.0","534.0","13.0","86.0","86.0","0.0"
"NJ-515","Elizabeth/Union County CoC","1116.0","1077.0","39.0","490.0","459.0","31.0","626.0","618.0","8.0","41.0","37.0","4.0"
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","514.0","501.0","13.0","181.0","174.0","7.0","333.0","327.0","6.0","20.0","18.0","2.0"
"NM-500","Albuquerque CoC","2002.0","1071.0","931.0","1454.0","617.0","837.0","548.0","454.0","94.0","403.0","152.0","251.0"
"NM-501","New Mexico Balance of State CoC","1473.0","1037.0","436.0","889.0","485.0","404.0","584.0","552.0","32.0","376.0","189.0","187.0"
"NV-500","Las Vegas/Clark County CoC","9949.0","7004.0","2945.0","8566.0","5634.0","2932.0","1383.0","1370.0","13.0","1090.0","117.0","973.0"
"NV-501","Reno/Sparks/Washoe County CoC","700.0","645.0","55.0","522.0","471.0","51.0","178.0","174.0","4.0","104.0","75.0","29.0"
"NV-502","Nevada Balance of State CoC","440.0","143.0","297.0","306.0","38.0","268.0","134.0","105.0","29.0","103.0","4.0","99.0"
"NY-500","Rochester/Irondequoit/Greece/Monroe County CoC","663.0","663.0","0.0","340.0","340.0","0.0","323.0","323.0","0.0","86.0","86.0","0.0"
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","184.0","178.0","6.0","145.0","142.0","3.0","39.0","36.0","3.0","2.0","2.0","0.0"
"NY-503","Albany City & County CoC","639.0","604.0","35.0","429.0","394.0","35.0","210.0","210.0","0.0","66.0","38.0","28.0"
"NY-504","Cattaragus County CoC","74.0","57.0","17.0","47.0","30.0","17.0","27.0","27.0","0.0","0.0","0.0","0.0"
"NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","874.0","842.0","32.0","700.0","672.0","28.0","174.0","170.0","4.0","90.0","76.0","14.0"
"NY-506","Fulton, Montgomery, Schoharie Counties CoC","24.0","20.0","4.0","15.0","11.0","4.0","9.0","9.0","0.0","5.0","2.0","3.0"
"NY-507","Schenectady City & County CoC","258.0","196.0","62.0","178.0","122.0","56.0","80.0","74.0","6.0","32.0","13.0","19.0"
"NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","1069.0","940.0","129.0","801.0","675.0","126.0","268.0","265.0","3.0","296.0","172.0","124.0"
"NY-510","Ithaca/Tompkins County CoC","75.0","65.0","10.0","45.0","35.0","10.0","30.0","30.0","0.0","19.0","9.0","10.0"
"NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","213.0","202.0","11.0","195.0","184.0","11.0","18.0","18.0","0.0","64.0","60.0","4.0"
"NY-512","Troy/Rensselaer County CoC","298.0","260.0","38.0","75.0","37.0","38.0","223.0","223.0","0.0","27.0","13.0","14.0"
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","81.0","81.0","0.0","43.0","43.0","0.0","38.0","38.0","0.0","5.0","5.0","0.0"
"NY-514","Jamestown/Dunkirk/Chautauqua County CoC","128.0","123.0","5.0","85.0","80.0","5.0","43.0","43.0","0.0","16.0","16.0","0.0"
"NY-516","Clinton County CoC","136.0","124.0","12.0","107.0","95.0","12.0","29.0","29.0","0.0","11.0","11.0","0.0"
"NY-518","Utica/Rome/Oneida, Madison Counties CoC","343.0","326.0","17.0","251.0","234.0","17.0","92.0","92.0","0.0","19.0","14.0","5.0"
"NY-519","Columbia/Greene County CoC","267.0","260.0","7.0","145.0","138.0","7.0","122.0","122.0","0.0","8.0","8.0","0.0"
"NY-520","Franklin County CoC","14.0","5.0","9.0","8.0","5.0","3.0","6.0","0.0","6.0","4.0","1.0","3.0"
"NY-522","Jefferson/Lewis/St. Lawrence Counties CoC","276.0","275.0","1.0","244.0","243.0","1.0","32.0","32.0","0.0","14.0","14.0","0.0"
"NY-523","Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC","195.0","164.0","31.0","145.0","117.0","28.0","50.0","47.0","3.0","34.0","11.0","23.0"
"NY-600","New York City CoC","49343.0","47015.0","2328.0","18188.0","15860.0","2328.0","31155.0","31155.0","0.0","3103.0","1543.0","1560.0"
"NY-601","Poughkeepsie/Dutchess County CoC","474.0","404.0","70.0","284.0","214.0","70.0","190.0","190.0","0.0","47.0","36.0","11.0"
"NY-602","Newburgh/Middletown/Orange County CoC","450.0","345.0","105.0","274.0","169.0","105.0","176.0","176.0","0.0","73.0","29.0","44.0"
"NY-603","Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","2639.0","2330.0","309.0","817.0","522.0","295.0","1822.0","1808.0","14.0","54.0","40.0","14.0"
"NY-604","Yonkers/Mount Vernon/New Rochelle/Westchester CoC","1531.0","1365.0","166.0","555.0","389.0","166.0","976.0","976.0","0.0","121.0","52.0","69.0"
"NY-606","Rockland County CoC","139.0","77.0","62.0","102.0","40.0","62.0","37.0","37.0","0.0","25.0","2.0","23.0"
"NY-607","Sullivan County CoC","369.0","366.0","3.0","124.0","121.0","3.0","245.0","245.0","0.0","14.0","12.0","2.0"
"NY-608","Kingston/Ulster County CoC","311.0","167.0","144.0","215.0","93.0","122.0","96.0","74.0","22.0","45.0","7.0","38.0"
"OH-500","Cincinnati/Hamilton County CoC","1140.0","1097.0","43.0","781.0","738.0","43.0","359.0","359.0","0.0","268.0","262.0","6.0"
"OH-501","Toledo/Lucas County CoC","945.0","727.0","218.0","597.0","450.0","147.0","348.0","277.0","71.0","312.0","247.0","65.0"
"OH-502","Cleveland/Cuyahoga County CoC","2236.0","2105.0","131.0","1743.0","1617.0","126.0","493.0","488.0","5.0","584.0","545.0","39.0"
"OH-503","Columbus/Franklin County CoC","1359.0","1251.0","108.0","972.0","870.0","102.0","387.0","381.0","6.0","271.0","174.0","97.0"
"OH-504","Youngstown/Mahoning County CoC","183.0","177.0","6.0","83.0","77.0","6.0","100.0","100.0","0.0","7.0","6.0","1.0"
"OH-505","Dayton/Kettering/Montgomery County CoC","837.0","823.0","14.0","502.0","488.0","14.0","335.0","335.0","0.0","52.0","44.0","8.0"
"OH-506","Akron/Barberton/Summit County CoC","820.0","658.0","162.0","549.0","407.0","142.0","271.0","251.0","20.0","217.0","119.0","98.0"
"OH-507","Ohio Balance of State CoC","4770.0","3758.0","1012.0","2324.0","1629.0","695.0","2446.0","2129.0","317.0","537.0","405.0","132.0"
"OH-508","Canton/Massillon/Alliance/Stark County CoC","410.0","333.0","77.0","223.0","154.0","69.0","187.0","179.0","8.0","55.0","36.0","19.0"
"OK-500","North Central Oklahoma CoC","316.0","172.0","144.0","156.0","61.0","95.0","160.0","111.0","49.0","36.0","23.0","13.0"
"OK-501","Tulsa City & County/Broken Arrow CoC","826.0","797.0","29.0","646.0","617.0","29.0","180.0","180.0","0.0","83.0","78.0","5.0"
"OK-502","Oklahoma City CoC","1475.0","1103.0","372.0","1208.0","842.0","366.0","267.0","261.0","6.0","384.0","322.0","62.0"
"OK-503","Oklahoma Balance of State CoC","340.0","289.0","51.0","207.0","175.0","32.0","133.0","114.0","19.0","7.0","7.0","0.0"
"OK-504","Norman/Cleveland County CoC","585.0","289.0","296.0","370.0","174.0","196.0","215.0","115.0","100.0","51.0","23.0","28.0"
"OK-505","Northeast Oklahoma CoC","635.0","264.0","371.0","328.0","116.0","212.0","307.0","148.0","159.0","72.0","71.0","1.0"
"OK-506","Southwest Oklahoma Regional CoC","272.0","252.0","20.0","156.0","139.0","17.0","116.0","113.0","3.0","13.0","7.0","6.0"
"OK-507","Southeastern Oklahoma Regional CoC","389.0","141.0","248.0","156.0","61.0","95.0","233.0","80.0","153.0","8.0","7.0","1.0"
"OR-500","Eugene/Springfield/Lane County CoC","2232.0","999.0","1233.0","1506.0","517.0","989.0","726.0","482.0","244.0","498.0","273.0","225.0"
"OR-501","Portland-Gresham-Multnomah County CoC","4085.0","2494.0","1591.0","2945.0","1432.0","1513.0","1140.0","1062.0","78.0","785.0","231.0","554.0"
"OR-502","Medford/Ashland/Jackson County CoC","899.0","854.0","45.0","756.0","717.0","39.0","143.0","137.0","6.0","41.0","27.0","14.0"
"OR-503","Central Oregon CoC","742.0","310.0","432.0","390.0","140.0","250.0","352.0","170.0","182.0","203.0","22.0","181.0"
"OR-505","Oregon Balance of State CoC","6777.0","2446.0","4331.0","3109.0","1122.0","1987.0","3668.0","1324.0","2344.0","937.0","366.0","571.0"
"OR-506","Hillsboro/Beaverton/Washington County CoC","748.0","212.0","536.0","373.0","46.0","327.0","375.0","166.0","209.0","182.0","0.0","182.0"
"OR-507","Clackamas County CoC","1826.0","127.0","1699.0","1364.0","18.0","1346.0","462.0","109.0","353.0","196.0","0.0","196.0"
"PA-500","Philadelphia CoC","6304.0","5798.0","506.0","3054.0","2548.0","506.0","3250.0","3250.0","0.0","596.0","186.0","410.0"
"PA-501","Harrisburg/Dauphin County CoC","421.0","365.0","56.0","241.0","185.0","56.0","180.0","180.0","0.0","154.0","115.0","39.0"
"PA-502","Upper Darby/Chester/Haverford/Delaware County CoC","778.0","727.0","51.0","272.0","221.0","51.0","506.0","506.0","0.0","92.0","55.0","37.0"
"PA-503","Wilkes-Barre/Hazleton/Luzerne County CoC","202.0","199.0","3.0","131.0","128.0","3.0","71.0","71.0","0.0","23.0","22.0","1.0"
"PA-504","Lower Marion/Norristown/Abington/Montgomery County CoC","469.0","431.0","38.0","181.0","148.0","33.0","288.0","283.0","5.0","67.0","50.0","17.0"
"PA-505","Chester County CoC","351.0","334.0","17.0","180.0","163.0","17.0","171.0","171.0","0.0","61.0","61.0","0.0"
"PA-506","Reading/Berks County CoC","385.0","378.0","7.0","223.0","216.0","7.0","162.0","162.0","0.0","48.0","45.0","3.0"
"PA-508","Scranton/Lackawanna County CoC","280.0","228.0","52.0","118.0","90.0","28.0","162.0","138.0","24.0","33.0","23.0","10.0"
"PA-509","Eastern Pennsylvania CoC","1908.0","1771.0","137.0","791.0","662.0","129.0","1117.0","1109.0","8.0","145.0","83.0","62.0"
"PA-510","Lancaster City & County CoC","666.0","649.0","17.0","380.0","366.0","14.0","286.0","283.0","3.0","45.0","44.0","1.0"
"PA-511","Bristol/Bensalem/Bucks County CoC","474.0","440.0","34.0","170.0","144.0","26.0","304.0","296.0","8.0","22.0","17.0","5.0"
"PA-600","Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC","1418.0","1136.0","282.0","907.0","625.0","282.0","511.0","511.0","0.0","329.0","173.0","156.0"
"PA-601","Western Pennsylvania CoC","831.0","811.0","20.0","427.0","407.0","20.0","404.0","404.0","0.0","88.0","76.0","12.0"
"PA-603","Beaver County CoC","220.0","202.0","18.0","133.0","121.0","12.0","87.0","81.0","6.0","14.0","5.0","9.0"
"PA-605","Erie City & County CoC","389.0","350.0","39.0","176.0","167.0","9.0","213.0","183.0","30.0","81.0","72.0","9.0"
"PR-502","Puerto Rico Balance of Commonwealth CoC","1775.0","868.0","907.0","1597.0","798.0","799.0","178.0","70.0","108.0","1045.0","511.0","534.0"
"PR-503","South/Southeast Puerto Rico CoC","2295.0","457.0","1838.0","2133.0","335.0","1798.0","162.0","122.0","40.0","1150.0","150.0","1000.0"
"RI-500","Rhode Island Statewide CoC","1607.0","1556.0","51.0","1139.0","1088.0","51.0","468.0","468.0","0.0","220.0","190.0","30.0"
"SC-500","Charleston/Low Country CoC","416.0","347.0","69.0","337.0","268.0","69.0","79.0","79.0","0.0","55.0","55.0","0.0"
"SC-501","Greenville/Anderson/Spartanburg Upstate CoC","1164.0","1008.0","156.0","753.0","600.0","153.0","411.0","408.0","3.0","210.0","140.0","70.0"
"SC-502","Columbia/Midlands CoC","1368.0","929.0","439.0","993.0","612.0","381.0","375.0","317.0","58.0","180.0","102.0","78.0"
"SC-503","Myrtle Beach/Sumter City & County CoC","1525.0","752.0","773.0","1111.0","465.0","646.0","414.0","287.0","127.0","229.0","95.0","134.0"
"SD-500","South Dakota Statewide CoC","731.0","667.0","64.0","445.0","381.0","64.0","286.0","286.0","0.0","109.0","45.0","64.0"
"TN-500","Chattanooga/Southeast Tennessee CoC","513.0","306.0","207.0","363.0","202.0","161.0","150.0","104.0","46.0","162.0","37.0","125.0"
"TN-501","Memphis/Shelby County CoC","1613.0","1544.0","69.0","978.0","909.0","69.0","635.0","635.0","0.0","53.0","33.0","20.0"
"TN-502","Knoxville/Knox County CoC","959.0","842.0","117.0","825.0","717.0","108.0","134.0","125.0","9.0","250.0","190.0","60.0"
"TN-503","Central Tennessee CoC","226.0","181.0","45.0","171.0","128.0","43.0","55.0","53.0","2.0","26.0","15.0","11.0"
"TN-504","Nashville/Davidson County CoC","2236.0","1838.0","398.0","2017.0","1619.0","398.0","219.0","219.0","0.0","1423.0","1025.0","398.0"
"TN-506","Oak Ridge/Upper Cumberland CoC","1229.0","196.0","1033.0","591.0","155.0","436.0","638.0","41.0","597.0","153.0","62.0","91.0"
"TN-507","Jackson/West Tennessee CoC","2214.0","1126.0","1088.0","2022.0","1039.0","983.0","192.0","87.0","105.0","251.0","28.0","223.0"
"TN-509","Appalachian Regional CoC","840.0","641.0","199.0","743.0","558.0","185.0","97.0","83.0","14.0","68.0","37.0","31.0"
"TN-510","Murfreesboro/Rutherford County CoC","204.0","112.0","92.0","160.0","68.0","92.0","44.0","44.0","0.0","62.0","6.0","56.0"
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","498.0","347.0","151.0","178.0","125.0","53.0","320.0","222.0","98.0","184.0","65.0","119.0"
"TX-500","San Antonio/Bexar County CoC","2690.0","1583.0","1107.0","1906.0","830.0","1076.0","784.0","753.0","31.0","612.0","298.0","314.0"
"TX-503","Austin/Travis County CoC","2641.0","1418.0","1223.0","1978.0","778.0","1200.0","663.0","640.0","23.0","529.0","179.0","350.0"
"TX-600","Dallas City & County/Irving CoC","3701.0","3525.0","176.0","2225.0","2061.0","164.0","1476.0","1464.0","12.0","601.0","528.0","73.0"
"TX-601","Fort Worth/Arlington/Tarrant County CoC","2181.0","1986.0","195.0","1299.0","1104.0","195.0","882.0","882.0","0.0","209.0","147.0","62.0"
"TX-603","El Paso City & County CoC","1260.0","964.0","296.0","768.0","478.0","290.0","492.0","486.0","6.0","205.0","69.0","136.0"
"TX-604","Waco/McLennan County CoC","312.0","226.0","86.0","231.0","151.0","80.0","81.0","75.0","6.0","48.0","29.0","19.0"
"TX-607","Texas Balance of State (BoS) CoC","15327.0","5644.0","9683.0","7482.0","2908.0","4574.0","7845.0","2736.0","5109.0","1743.0","602.0","1141.0"
"TX-611","Amarillo CoC","566.0","439.0","127.0","335.0","242.0","93.0","231.0","197.0","34.0","86.0","48.0","38.0"
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","242.0","235.0","7.0","215.0","208.0","7.0","27.0","27.0","0.0","190.0","183.0","7.0"
"TX-700","Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","7576.0","5457.0","2119.0","5902.0","4037.0","1865.0","1674.0","1420.0","254.0","1739.0","613.0","1126.0"
"TX-701","Bryan/College Station/Brazos Valley CoC","265.0","181.0","84.0","223.0","146.0","77.0","42.0","35.0","7.0","58.0","45.0","13.0"
"UT-500","Salt Lake City & County CoC","1811.0","1699.0","112.0","1050.0","938.0","112.0","761.0","761.0","0.0","376.0","264.0","112.0"
"UT-503","Utah Balance of State CoC","1685.0","1586.0","99.0","1015.0","916.0","99.0","670.0","670.0","0.0","228.0","129.0","99.0"
"UT-504","Provo/Mountainland CoC","299.0","255.0","44.0","177.0","133.0","44.0","122.0","122.0","0.0","96.0","52.0","44.0"
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","1150.0","1078.0","72.0","926.0","854.0","72.0","224.0","224.0","0.0","73.0","54.0","19.0"
"VA-501","Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC","685.0","553.0","132.0","470.0","361.0","109.0","215.0","192.0","23.0","83.0","49.0","34.0"
"VA-502","Roanoke City & County/Salem CoC","597.0","586.0","11.0","433.0","422.0","11.0","164.0","164.0","0.0","247.0","238.0","9.0"
"VA-503","Virginia Beach CoC","433.0","394.0","39.0","215.0","176.0","39.0","218.0","218.0","0.0","50.0","30.0","20.0"
"VA-504","Charlottesville CoC","199.0","185.0","14.0","161.0","147.0","14.0","38.0","38.0","0.0","88.0","77.0","11.0"
"VA-505","Newport News/Hampton/Virginia Peninsula CoC","569.0","514.0","55.0","422.0","377.0","45.0","147.0","137.0","10.0","78.0","62.0","16.0"
"VA-507","Portsmouth CoC","303.0","193.0","110.0","194.0","108.0","86.0","109.0","85.0","24.0","67.0","35.0","32.0"
"VA-508","Lynchburg CoC","255.0","211.0","44.0","133.0","89.0","44.0","122.0","122.0","0.0","53.0","30.0","23.0"
"VA-513","Harrisburg, Winchester/Western Virginia CoC","229.0","168.0","61.0","88.0","73.0","15.0","141.0","95.0","46.0","36.0","34.0","2.0"
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","202.0","95.0","107.0","140.0","40.0","100.0","62.0","55.0","7.0","52.0","7.0","45.0"
"VA-521","Virginia Balance of State (BoS) CoC","881.0","599.0","282.0","426.0","256.0","170.0","455.0","343.0","112.0","193.0","75.0","118.0"
"VA-600","Arlington County CoC","511.0","304.0","207.0","322.0","115.0","207.0","189.0","189.0","0.0","138.0","52.0","86.0"
"VA-601","Fairfax County CoC","1730.0","1601.0","129.0","663.0","534.0","129.0","1067.0","1067.0","0.0","297.0","193.0","104.0"
"VA-602","Loudoun County CoC","143.0","108.0","35.0","49.0","25.0","24.0","94.0","83.0","11.0","19.0","7.0","12.0"
