"CoC Number","CoC Name","Total Homeless, 2011","Sheltered Homeless, 2011","Unsheltered Homeless, 2011","Homeless Individuals, 2011","Sheltered Homeless Individuals, 2011","Unsheltered Homeless Individuals, 2011","Homeless People in Families, 2011","Sheltered Homeless People in Families, 2011","Unsheltered Homeless People in Families, 2011","Chronically Homeless, 2011","Sheltered Chronically Homeless, 2011","Unsheltered Chronically Homeless, 2011","Chronically Homeless Individuals, 2011","Sheltered Chronically Homeless Individuals, 2011","Unsheltered Chronically Homeless Individuals, 2011","Chronically Homeless People in Families, 2011","Sheltered Chronically Homeless People in Families, 2011","Unsheltered Chronically Homeless People in Families, 2011","Homeless Veterans, 2011","Sheltered Homeless Veterans, 2011","Unsheltered Homeless Veterans, 2011"
"IL-511","Cook County CoC","1257.0","1024.0","233.0","722.0","496.0","226.0","535.0","528.0","7.0","228.0","116.0","112.0","228.0","116.0","112.0","0.0","0.0","0.0","118.0","91.0","27.0"
"IL-512","Bloomington/Central Illinois CoC","635.0","419.0","216.0","388.0","299.0","89.0","247.0","120.0","127.0","75.0","64.0","11.0","74.0","63.0","11.0","1.0","1.0","0.0","53.0","53.0","0.0"
"IL-513","Springfield/Sangamon County CoC","227.0","227.0","0.0","137.0","137.0","0.0","90.0","90.0","0.0","70.0","70.0","0.0","50.0","50.0","0.0","20.0","20.0","0.0","19.0","19.0","0.0"
"IL-514","DuPage County CoC","676.0","643.0","33.0","304.0","274.0","30.0","372.0","369.0","3.0","147.0","132.0","15.0","122.0","110.0","12.0","25.0","22.0","3.0","18.0","17.0","1.0"
"IL-515","South Central Illinois CoC","160.0","160.0","0.0","24.0","24.0","0.0","136.0","136.0","0.0","10.0","10.0","0.0","10.0","10.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"IL-516","Decatur/Macon County CoC","206.0","165.0","41.0","106.0","81.0","25.0","100.0","84.0","16.0","41.0","21.0","20.0","28.0","21.0","7.0","13.0","0.0","13.0","18.0","15.0","3.0"
"IL-517","Aurora/Elgin/Kane County CoC","444.0","401.0","43.0","327.0","291.0","36.0","117.0","110.0","7.0","110.0","101.0","9.0","104.0","95.0","9.0","6.0","6.0","0.0","29.0","25.0","4.0"
"IL-518","Rock Island/Moline/Northwestern Illinois CoC","313.0","285.0","28.0","149.0","135.0","14.0","164.0","150.0","14.0","30.0","29.0","1.0","28.0","27.0","1.0","2.0","2.0","0.0","18.0","18.0","0.0"
"IL-519","West Central Illinois CoC","160.0","137.0","23.0","44.0","38.0","6.0","116.0","99.0","17.0","15.0","9.0","6.0","15.0","9.0","6.0","0.0","0.0","0.0","4.0","2.0","2.0"
"IL-520","Southern Illinois CoC","387.0","286.0","101.0","165.0","98.0","67.0","222.0","188.0","34.0","23.0","6.0","17.0","17.0","6.0","11.0","6.0","0.0","6.0","15.0","11.0","4.0"
"IN-502","Indiana Balance of State CoC","4609.0","4077.0","532.0","2596.0","2177.0","419.0","2013.0","1900.0","113.0","434.0","305.0","129.0","434.0","305.0","129.0","0.0","0.0","0.0","452.0","394.0","58.0"
"IN-503","Indianapolis CoC","1587.0","1473.0","114.0","1193.0","1079.0","114.0","394.0","394.0","0.0","168.0","120.0","48.0","168.0","120.0","48.0","0.0","0.0","0.0","262.0","244.0","18.0"
"KS-502","Wichita/Sedgwick County CoC","634.0","526.0","108.0","454.0","351.0","103.0","180.0","175.0","5.0","141.0","91.0","50.0","128.0","85.0","43.0","13.0","6.0","7.0","68.0","47.0","21.0"
"KS-503","Topeka/Shawnee County CoC","336.0","315.0","21.0","191.0","174.0","17.0","145.0","141.0","4.0","101.0","95.0","6.0","69.0","65.0","4.0","32.0","30.0","2.0","43.0","41.0","2.0"
"KS-505","Overland Park/Shawnee/Johnson County CoC","315.0","247.0","68.0","55.0","32.0","23.0","260.0","215.0","45.0","4.0","3.0","1.0","2.0","1.0","1.0","2.0","2.0","0.0","6.0","4.0","2.0"
"KS-507","Kansas Balance of State CoC","1023.0","962.0","61.0","596.0","545.0","51.0","427.0","417.0","10.0","70.0","55.0","15.0","59.0","46.0","13.0","11.0","9.0","2.0","214.0","202.0","12.0"
"KY-500","Kentucky Balance of State CoC","2834.0","2133.0","701.0","1496.0","968.0","528.0","1338.0","1165.0","173.0","310.0","182.0","128.0","211.0","139.0","72.0","99.0","43.0","56.0","160.0","117.0","43.0"
"KY-501","Louisville/Jefferson County CoC","1628.0","1536.0","92.0","1242.0","1154.0","88.0","386.0","382.0","4.0","261.0","201.0","60.0","258.0","198.0","60.0","3.0","3.0","0.0","314.0","303.0","11.0"
"KY-502","Lexington/Fayette County CoC","1572.0","1514.0","58.0","1104.0","1048.0","56.0","468.0","466.0","2.0","213.0","194.0","19.0","190.0","171.0","19.0","23.0","23.0","0.0","162.0","159.0","3.0"
"LA-500","Lafayette/Acadiana CoC","577.0","485.0","92.0","383.0","291.0","92.0","194.0","194.0","0.0","35.0","14.0","21.0","35.0","14.0","21.0","0.0","0.0","0.0","39.0","34.0","5.0"
"LA-502","Shreveport/Bossier/Northwest CoC","733.0","577.0","156.0","471.0","315.0","156.0","262.0","262.0","0.0","94.0","14.0","80.0","94.0","14.0","80.0","0.0","0.0","0.0","162.0","122.0","40.0"
"LA-503","New Orleans/Jefferson Parish CoC","6687.0","1313.0","5374.0","6125.0","849.0","5276.0","562.0","464.0","98.0","4087.0","23.0","4064.0","4010.0","20.0","3990.0","77.0","3.0","74.0","515.0","95.0","420.0"
"LA-505","Monroe/Northeast Louisiana CoC","227.0","197.0","30.0","116.0","86.0","30.0","111.0","111.0","0.0","30.0","24.0","6.0","30.0","24.0","6.0","0.0","0.0","0.0","12.0","8.0","4.0"
"LA-506","Slidell/Southeast Louisiana CoC","281.0","241.0","40.0","175.0","155.0","20.0","106.0","86.0","20.0","29.0","23.0","6.0","29.0","23.0","6.0","0.0","0.0","0.0","58.0","54.0","4.0"
"LA-507","Alexandria/Central Louisiana CoC","208.0","173.0","35.0","162.0","127.0","35.0","46.0","46.0","0.0","27.0","11.0","16.0","27.0","11.0","16.0","0.0","0.0","0.0","21.0","9.0","12.0"
"LA-508","Houma-Terrebonne/Thibodaux CoC","32.0","25.0","7.0","20.0","18.0","2.0","12.0","7.0","5.0","13.0","11.0","2.0","11.0","9.0","2.0","2.0","2.0","0.0","13.0","13.0","0.0"
"LA-509","Louisiana Balance of State (BoS)","546.0","394.0","152.0","489.0","356.0","133.0","57.0","38.0","19.0","118.0","45.0","73.0","116.0","43.0","73.0","2.0","2.0","0.0","130.0","108.0","22.0"
"MA-500","Boston CoC","5476.0","5294.0","182.0","2550.0","2368.0","182.0","2926.0","2926.0","0.0","618.0","534.0","84.0","501.0","417.0","84.0","117.0","117.0","0.0","426.0","404.0","22.0"
"MA-501","Holyoke/Franklin, Hampden, Hampshire Counties CoC","1541.0","1504.0","37.0","487.0","450.0","37.0","1054.0","1054.0","0.0","134.0","103.0","31.0","83.0","52.0","31.0","51.0","51.0","0.0","191.0","189.0","2.0"
"MA-502","Lynn CoC","531.0","502.0","29.0","151.0","122.0","29.0","380.0","380.0","0.0","149.0","140.0","9.0","149.0","140.0","9.0","0.0","0.0","0.0","15.0","15.0","0.0"
"MA-503","Cape Cod/Islands CoC","480.0","353.0","127.0","269.0","168.0","101.0","211.0","185.0","26.0","111.0","49.0","62.0","105.0","43.0","62.0","6.0","6.0","0.0","42.0","35.0","7.0"
"MA-504","Springfield CoC","1025.0","1020.0","5.0","291.0","286.0","5.0","734.0","734.0","0.0","184.0","180.0","4.0","110.0","106.0","4.0","74.0","74.0","0.0","30.0","27.0","3.0"
"MA-505","New Bedford CoC","351.0","342.0","9.0","257.0","248.0","9.0","94.0","94.0","0.0","12.0","9.0","3.0","7.0","4.0","3.0","5.0","5.0","0.0","50.0","50.0","0.0"
"MA-506","Worcester City & County CoC","1315.0","1264.0","51.0","396.0","348.0","48.0","919.0","916.0","3.0","34.0","12.0","22.0","22.0","3.0","19.0","12.0","9.0","3.0","132.0","126.0","6.0"
"MA-507","Pittsfield/Berkshire County CoC","192.0","170.0","22.0","151.0","131.0","20.0","41.0","39.0","2.0","54.0","47.0","7.0","54.0","47.0","7.0","0.0","0.0","0.0","70.0","70.0","0.0"
"MA-508","Lowell CoC","589.0","546.0","43.0","209.0","166.0","43.0","380.0","380.0","0.0","35.0","22.0","13.0","17.0","4.0","13.0","18.0","18.0","0.0","74.0","72.0","2.0"
"MA-509","Cambridge CoC","471.0","419.0","52.0","346.0","294.0","52.0","125.0","125.0","0.0","170.0","124.0","46.0","170.0","124.0","46.0","0.0","0.0","0.0","41.0","36.0","5.0"
"MA-510","Gloucester/Haverhill/Salem/Essex County CoC","886.0","848.0","38.0","254.0","216.0","38.0","632.0","632.0","0.0","151.0","130.0","21.0","141.0","120.0","21.0","10.0","10.0","0.0","74.0","73.0","1.0"
"MA-511","Quincy/Brockton/Weymouth/Plymouth City and County CoC","1468.0","1450.0","18.0","400.0","382.0","18.0","1068.0","1068.0","0.0","197.0","183.0","14.0","132.0","118.0","14.0","65.0","65.0","0.0","96.0","95.0","1.0"
"MA-515","Fall River CoC","288.0","277.0","11.0","100.0","89.0","11.0","188.0","188.0","0.0","45.0","38.0","7.0","45.0","38.0","7.0","0.0","0.0","0.0","6.0","3.0","3.0"
"MA-516","Massachusetts Balance of State","1690.0","1651.0","39.0","328.0","289.0","39.0","1362.0","1362.0","0.0","122.0","109.0","13.0","85.0","72.0","13.0","37.0","37.0","0.0","15.0","13.0","2.0"
"MA-517","Somerville CoC","137.0","132.0","5.0","80.0","75.0","5.0","57.0","57.0","0.0","28.0","23.0","5.0","28.0","23.0","5.0","0.0","0.0","0.0","1.0","1.0","0.0"
"MA-519","Attleboro/Taunton/Bristol County CoC","224.0","189.0","35.0","75.0","40.0","35.0","149.0","149.0","0.0","17.0","8.0","9.0","17.0","8.0","9.0","0.0","0.0","0.0","5.0","1.0","4.0"
"MD-500","Cumberland/Allegany County CoC","123.0","85.0","38.0","64.0","46.0","18.0","59.0","39.0","20.0","22.0","10.0","12.0","22.0","10.0","12.0","0.0","0.0","0.0","9.0","6.0","3.0"
"MD-501","Baltimore City CoC","4094.0","2299.0","1795.0","3160.0","1778.0","1382.0","934.0","521.0","413.0","519.0","211.0","308.0","519.0","211.0","308.0","0.0","0.0","0.0","342.0","316.0","26.0"
"MD-502","Harford County CoC","243.0","225.0","18.0","122.0","104.0","18.0","121.0","121.0","0.0","36.0","28.0","8.0","31.0","23.0","8.0","5.0","5.0","0.0","9.0","9.0","0.0"
"MD-503","Annapolis/Anne Arundel County CoC","382.0","312.0","70.0","229.0","159.0","70.0","153.0","153.0","0.0","53.0","29.0","24.0","51.0","27.0","24.0","2.0","2.0","0.0","27.0","21.0","6.0"
"MD-504","Howard County CoC","189.0","133.0","56.0","94.0","38.0","56.0","95.0","95.0","0.0","52.0","8.0","44.0","48.0","8.0","40.0","4.0","0.0","4.0","12.0","6.0","6.0"
"MD-505","Baltimore County CoC","881.0","494.0","387.0","472.0","185.0","287.0","409.0","309.0","100.0","191.0","102.0","89.0","145.0","62.0","83.0","46.0","40.0","6.0","70.0","26.0","44.0"
"MD-506","Carroll County CoC","179.0","157.0","22.0","112.0","90.0","22.0","67.0","67.0","0.0","25.0","22.0","3.0","22.0","19.0","3.0","3.0","3.0","0.0","6.0","6.0","0.0"
"MD-507","Cecil County CoC","220.0","196.0","24.0","166.0","155.0","11.0","54.0","41.0","13.0","28.0","23.0","5.0","28.0","23.0","5.0","0.0","0.0","0.0","101.0","100.0","1.0"
"MD-508","Charles, Calvert, St.Mary's Counties CoC","1153.0","348.0","805.0","256.0","163.0","93.0","897.0","185.0","712.0","200.0","82.0","118.0","111.0","54.0","57.0","89.0","28.0","61.0","9.0","3.0","6.0"
"MD-509","Frederick City & County CoC","248.0","204.0","44.0","137.0","93.0","44.0","111.0","111.0","0.0","88.0","49.0","39.0","88.0","49.0","39.0","0.0","0.0","0.0","7.0","5.0","2.0"
"MD-510","Garrett County CoC","35.0","33.0","2.0","35.0","33.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-511","Mid-Shore Regional CoC","85.0","76.0","9.0","54.0","48.0","6.0","31.0","28.0","3.0","12.0","12.0","0.0","12.0","12.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"MD-512","Hagerstown/Washington County CoC","210.0","134.0","76.0","87.0","66.0","21.0","123.0","68.0","55.0","42.0","33.0","9.0","28.0","26.0","2.0","14.0","7.0","7.0","14.0","11.0","3.0"
"MD-513","Wicomico/Somerset/Worcester County CoC","253.0","215.0","38.0","179.0","141.0","38.0","74.0","74.0","0.0","44.0","22.0","22.0","44.0","22.0","22.0","0.0","0.0","0.0","33.0","26.0","7.0"
"MD-600","Prince George`s County/Maryland CoC","772.0","670.0","102.0","428.0","326.0","102.0","344.0","344.0","0.0","140.0","68.0","72.0","134.0","62.0","72.0","6.0","6.0","0.0","15.0","14.0","1.0"
"MD-601","Montgomery County CoC","1141.0","915.0","226.0","758.0","532.0","226.0","383.0","383.0","0.0","348.0","199.0","149.0","344.0","195.0","149.0","4.0","4.0","0.0","41.0","27.0","14.0"
"ME-500","Maine Balance of State CoC","2447.0","2418.0","29.0","1184.0","1157.0","27.0","1263.0","1261.0","2.0","212.0","202.0","10.0","212.0","202.0","10.0","0.0","0.0","0.0","127.0","121.0","6.0"
"MI-500","Michigan Balance of State CoC","2499.0","2080.0","419.0","1052.0","769.0","283.0","1447.0","1311.0","136.0","117.0","85.0","32.0","102.0","70.0","32.0","15.0","15.0","0.0","63.0","40.0","23.0"
"MI-501","Detroit CoC","3138.0","2785.0","353.0","2401.0","2048.0","353.0","737.0","737.0","0.0","684.0","577.0","107.0","649.0","542.0","107.0","35.0","35.0","0.0","385.0","352.0","33.0"
"MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","482.0","463.0","19.0","132.0","117.0","15.0","350.0","346.0","4.0","16.0","12.0","4.0","16.0","12.0","4.0","0.0","0.0","0.0","29.0","28.0","1.0"
"MI-503","St. Clair Shores/Warren/Macomb County CoC","656.0","350.0","306.0","492.0","210.0","282.0","164.0","140.0","24.0","146.0","72.0","74.0","139.0","66.0","73.0","7.0","6.0","1.0","23.0","15.0","8.0"
"MI-504","Pontiac/Royal Oak/Oakland County CoC","713.0","476.0","237.0","519.0","290.0","229.0","194.0","186.0","8.0","29.0","24.0","5.0","29.0","24.0","5.0","0.0","0.0","0.0","9.0","9.0","0.0"
"MI-505","Flint/Genesee County CoC","490.0","329.0","161.0","352.0","197.0","155.0","138.0","132.0","6.0","124.0","57.0","67.0","117.0","50.0","67.0","7.0","7.0","0.0","74.0","25.0","49.0"
"MI-506","Grand Rapids/Wyoming/Kent County CoC","627.0","611.0","16.0","269.0","253.0","16.0","358.0","358.0","0.0","83.0","67.0","16.0","76.0","60.0","16.0","7.0","7.0","0.0","36.0","36.0","0.0"
"MI-507","Portage/Kalamazoo City & County CoC","822.0","768.0","54.0","343.0","298.0","45.0","479.0","470.0","9.0","53.0","47.0","6.0","53.0","47.0","6.0","0.0","0.0","0.0","26.0","24.0","2.0"
"MI-508","Lansing/East Lansing/Ingham County CoC","444.0","374.0","70.0","347.0","289.0","58.0","97.0","85.0","12.0","102.0","86.0","16.0","91.0","75.0","16.0","11.0","11.0","0.0","78.0","72.0","6.0"
"MI-509","Ann Arbor/Washtenaw County CoC","469.0","426.0","43.0","304.0","261.0","43.0","165.0","165.0","0.0","73.0","36.0","37.0","57.0","20.0","37.0","16.0","16.0","0.0","50.0","35.0","15.0"
"MI-510","Saginaw City & County CoC","390.0","313.0","77.0","243.0","166.0","77.0","147.0","147.0","0.0","57.0","43.0","14.0","53.0","39.0","14.0","4.0","4.0","0.0","28.0","20.0","8.0"
"MI-511","Lenawee County CoC","166.0","152.0","14.0","67.0","65.0","2.0","99.0","87.0","12.0","24.0","24.0","0.0","21.0","21.0","0.0","3.0","3.0","0.0","8.0","8.0","0.0"
"MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","234.0","213.0","21.0","128.0","107.0","21.0","106.0","106.0","0.0","42.0","36.0","6.0","42.0","36.0","6.0","0.0","0.0","0.0","17.0","17.0","0.0"
"MI-513","Marquette, Alger Counties CoC","102.0","98.0","4.0","84.0","80.0","4.0","18.0","18.0","0.0","10.0","8.0","2.0","10.0","8.0","2.0","0.0","0.0","0.0","25.0","24.0","1.0"
"MI-514","Battle Creek/Calhoun County CoC","192.0","136.0","56.0","144.0","90.0","54.0","48.0","46.0","2.0","50.0","32.0","18.0","44.0","28.0","16.0","6.0","4.0","2.0","38.0","12.0","26.0"
"MI-515","Monroe City & County CoC","121.0","117.0","4.0","81.0","77.0","4.0","40.0","40.0","0.0","11.0","7.0","4.0","11.0","7.0","4.0","0.0","0.0","0.0","5.0","5.0","0.0"
"MI-516","Norton Shores/Muskegon City & County CoC","691.0","459.0","232.0","345.0","202.0","143.0","346.0","257.0","89.0","56.0","11.0","45.0","20.0","5.0","15.0","36.0","6.0","30.0","27.0","19.0","8.0"
"MI-517","Jackson City & County CoC","246.0","190.0","56.0","123.0","67.0","56.0","123.0","123.0","0.0","31.0","2.0","29.0","31.0","2.0","29.0","0.0","0.0","0.0","27.0","7.0","20.0"
"MI-518","Livingston County CoC","135.0","64.0","71.0","65.0","19.0","46.0","70.0","45.0","25.0","23.0","8.0","15.0","20.0","6.0","14.0","3.0","2.0","1.0","2.0","1.0","1.0"
"MI-519","Holland/Ottawa County CoC","343.0","340.0","3.0","101.0","98.0","3.0","242.0","242.0","0.0","23.0","23.0","0.0","23.0","23.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0"
"MI-523","Eaton County CoC","225.0","120.0","105.0","42.0","18.0","24.0","183.0","102.0","81.0","10.0","1.0","9.0","7.0","1.0","6.0","3.0","0.0","3.0","3.0","0.0","3.0"
"MN-500","Minneapolis/Hennepin County CoC","3100.0","2931.0","169.0","1528.0","1375.0","153.0","1572.0","1556.0","16.0","919.0","883.0","36.0","566.0","531.0","35.0","353.0","352.0","1.0","177.0","169.0","8.0"
"MN-501","Saint Paul/Ramsey County CoC","1439.0","1322.0","117.0","634.0","541.0","93.0","805.0","781.0","24.0","380.0","310.0","70.0","283.0","219.0","64.0","97.0","91.0","6.0","73.0","59.0","14.0"
"MN-502","Rochester/Southeast Minnesota CoC","361.0","356.0","5.0","112.0","111.0","1.0","249.0","245.0","4.0","73.0","73.0","0.0","52.0","52.0","0.0","21.0","21.0","0.0","15.0","15.0","0.0"
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties","696.0","618.0","78.0","193.0","139.0","54.0","503.0","479.0","24.0","82.0","49.0","33.0","33.0","14.0","19.0","49.0","35.0","14.0","42.0","37.0","5.0"
"MN-504","Northeast Minnesota CoC","174.0","91.0","83.0","66.0","25.0","41.0","108.0","66.0","42.0","50.0","17.0","33.0","20.0","4.0","16.0","30.0","13.0","17.0","15.0","8.0","7.0"
"MN-505","St. Cloud/Central Minnesota CoC","599.0","402.0","197.0","390.0","233.0","157.0","209.0","169.0","40.0","159.0","87.0","72.0","106.0","67.0","39.0","53.0","20.0","33.0","85.0","61.0","24.0"
"MN-506","Northwest Minnesota CoC","252.0","215.0","37.0","87.0","75.0","12.0","165.0","140.0","25.0","31.0","21.0","10.0","22.0","21.0","1.0","9.0","0.0","9.0","6.0","5.0","1.0"
"MN-508","Moorhead/West Central Minnesota CoC","263.0","155.0","108.0","116.0","55.0","61.0","147.0","100.0","47.0","85.0","56.0","29.0","57.0","36.0","21.0","28.0","20.0","8.0","10.0","7.0","3.0"
"MN-509","Duluth/St.Louis County CoC","494.0","370.0","124.0","245.0","135.0","110.0","249.0","235.0","14.0","83.0","22.0","61.0","72.0","11.0","61.0","11.0","11.0","0.0","18.0","6.0","12.0"
"MN-511","Southwest Minnesota CoC","117.0","107.0","10.0","39.0","29.0","10.0","78.0","78.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","4.0","4.0"
"MO-500","St. Louis County CoC","657.0","552.0","105.0","248.0","188.0","60.0","409.0","364.0","45.0","44.0","37.0","7.0","44.0","37.0","7.0","0.0","0.0","0.0","64.0","62.0","2.0"
"MO-501","St.Louis City CoC","1344.0","1215.0","129.0","796.0","673.0","123.0","548.0","542.0","6.0","187.0","148.0","39.0","168.0","131.0","37.0","19.0","17.0","2.0","124.0","99.0","25.0"
"MO-503","St. Charles, Lincoln, Warren Counties CoC","1003.0","626.0","377.0","419.0","234.0","185.0","584.0","392.0","192.0","25.0","10.0","15.0","21.0","6.0","15.0","4.0","4.0","0.0","9.0","5.0","4.0"
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","591.0","464.0","127.0","333.0","217.0","116.0","258.0","247.0","11.0","82.0","22.0","60.0","82.0","22.0","60.0","0.0","0.0","0.0","30.0","10.0","20.0"
"MO-602","Joplin/Jasper, Newton Counties CoC","457.0","341.0","116.0","336.0","220.0","116.0","121.0","121.0","0.0","27.0","21.0","6.0","27.0","21.0","6.0","0.0","0.0","0.0","77.0","70.0","7.0"
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","181.0","156.0","25.0","125.0","100.0","25.0","56.0","56.0","0.0","102.0","84.0","18.0","96.0","78.0","18.0","6.0","6.0","0.0","43.0","38.0","5.0"
"MO-604a","Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS","2992.0","2020.0","972.0","1370.0","845.0","525.0","1622.0","1175.0","447.0","619.0","327.0","292.0","395.0","225.0","170.0","224.0","102.0","122.0","368.0","234.0","134.0"
"MO-606","Missouri Balance of State CoC","1967.0","1516.0","451.0","1159.0","884.0","275.0","808.0","632.0","176.0","354.0","288.0","66.0","345.0","280.0","65.0","9.0","8.0","1.0","190.0","157.0","33.0"
"MS-500","Jackson/Rankin, Madison Counties CoC","826.0","390.0","436.0","821.0","385.0","436.0","5.0","5.0","0.0","191.0","34.0","157.0","191.0","34.0","157.0","0.0","0.0","0.0","93.0","54.0","39.0"
"MS-501","Mississippi Balance of State CoC","951.0","512.0","439.0","532.0","237.0","295.0","419.0","275.0","144.0","199.0","93.0","106.0","166.0","84.0","82.0","33.0","9.0","24.0","57.0","37.0","20.0"
"MS-503","Gulf Port/Gulf Coast Regional CoC","529.0","154.0","375.0","472.0","112.0","360.0","57.0","42.0","15.0","81.0","8.0","73.0","81.0","8.0","73.0","0.0","0.0","0.0","55.0","23.0","32.0"
"MT-500","Montana Statewide CoC","1768.0","1216.0","552.0","1094.0","636.0","458.0","674.0","580.0","94.0","324.0","149.0","175.0","203.0","76.0","127.0","121.0","73.0","48.0","251.0","135.0","116.0"
"NC-500","Winston Salem/Forsyth County CoC","527.0","476.0","51.0","399.0","348.0","51.0","128.0","128.0","0.0","140.0","123.0","17.0","140.0","123.0","17.0","0.0","0.0","0.0","47.0","37.0","10.0"
"NC-501","Asheville/Buncombe County CoC","514.0","452.0","62.0","453.0","391.0","62.0","61.0","61.0","0.0","81.0","42.0","39.0","75.0","36.0","39.0","6.0","6.0","0.0","209.0","200.0","9.0"
"NC-502","Durham City & County CoC","597.0","539.0","58.0","464.0","406.0","58.0","133.0","133.0","0.0","118.0","80.0","38.0","102.0","64.0","38.0","16.0","16.0","0.0","106.0","93.0","13.0"
"NC-503","North Carolina Balance of State CoC","2987.0","2306.0","681.0","1915.0","1364.0","551.0","1072.0","942.0","130.0","312.0","138.0","174.0","257.0","112.0","145.0","55.0","26.0","29.0","242.0","150.0","92.0"
"NC-504","Greensboro/High Point CoC","1024.0","900.0","124.0","748.0","629.0","119.0","276.0","271.0","5.0","108.0","96.0","12.0","107.0","95.0","12.0","1.0","1.0","0.0","81.0","60.0","21.0"
"NC-505","Charlotte/Mecklenberg CoC","2847.0","2532.0","315.0","1966.0","1651.0","315.0","881.0","881.0","0.0","307.0","239.0","68.0","298.0","230.0","68.0","9.0","9.0","0.0","248.0","242.0","6.0"
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","483.0","392.0","91.0","252.0","179.0","73.0","231.0","213.0","18.0","73.0","45.0","28.0","68.0","42.0","26.0","5.0","3.0","2.0","42.0","31.0","11.0"
"NC-507","Raleigh/Wake County CoC","1150.0","998.0","152.0","872.0","720.0","152.0","278.0","278.0","0.0","149.0","91.0","58.0","149.0","91.0","58.0","0.0","0.0","0.0","91.0","81.0","10.0"
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","378.0","131.0","247.0","338.0","106.0","232.0","40.0","25.0","15.0","78.0","4.0","74.0","75.0","1.0","74.0","3.0","3.0","0.0","6.0","1.0","5.0"
"NC-511","Fayetteville/Cumberland County CoC","1061.0","285.0","776.0","568.0","92.0","476.0","493.0","193.0","300.0","54.0","27.0","27.0","38.0","20.0","18.0","16.0","7.0","9.0","130.0","34.0","96.0"
"NC-513","Chapel Hill/Orange County CoC","136.0","103.0","33.0","110.0","77.0","33.0","26.0","26.0","0.0","50.0","28.0","22.0","50.0","28.0","22.0","0.0","0.0","0.0","10.0","6.0","4.0"
"NC-516","Northwest North Carolina CoC","1192.0","131.0","1061.0","218.0","72.0","146.0","974.0","59.0","915.0","6.0","3.0","3.0","6.0","3.0","3.0","0.0","0.0","0.0","36.0","6.0","30.0"
"ND-500","North Dakota Statewide CoC","603.0","560.0","43.0","396.0","366.0","30.0","207.0","194.0","13.0","75.0","69.0","6.0","67.0","63.0","4.0","8.0","6.0","2.0","124.0","121.0","3.0"
"NE-500","Nebraska Balance of State CoC","1121.0","719.0","402.0","522.0","289.0","233.0","599.0","430.0","169.0","110.0","66.0","44.0","86.0","48.0","38.0","24.0","18.0","6.0","39.0","18.0","21.0"
"NE-501","Omaha/Council Bluffs CoC","1580.0","1544.0","36.0","1164.0","1128.0","36.0","416.0","416.0","0.0","281.0","271.0","10.0","258.0","251.0","7.0","23.0","20.0","3.0","207.0","192.0","15.0"
"NE-502","Lincoln CoC","847.0","778.0","69.0","524.0","455.0","69.0","323.0","323.0","0.0","111.0","72.0","39.0","101.0","62.0","39.0","10.0","10.0","0.0","64.0","43.0","21.0"
"NH-500","New Hampshire Balance of State CoC","808.0","647.0","161.0","422.0","335.0","87.0","386.0","312.0","74.0","151.0","99.0","52.0","99.0","52.0","47.0","52.0","47.0","5.0","36.0","32.0","4.0"
"NH-501","Manchester CoC","350.0","271.0","79.0","219.0","148.0","71.0","131.0","123.0","8.0","45.0","30.0","15.0","45.0","30.0","15.0","0.0","0.0","0.0","27.0","26.0","1.0"
"NH-502","Nashua/Hillsborough County CoC","311.0","241.0","70.0","179.0","148.0","31.0","132.0","93.0","39.0","30.0","19.0","11.0","22.0","11.0","11.0","8.0","8.0","0.0","63.0","60.0","3.0"
"NJ-500","Atlantic City & County CoC","533.0","447.0","86.0","437.0","361.0","76.0","96.0","86.0","10.0","88.0","66.0","22.0","81.0","60.0","21.0","7.0","6.0","1.0","51.0","43.0","8.0"
"NJ-501","Bergen County CoC","1521.0","1494.0","27.0","628.0","604.0","24.0","893.0","890.0","3.0","52.0","42.0","10.0","49.0","39.0","10.0","3.0","3.0","0.0","27.0","23.0","4.0"
"NJ-502","Burlington County CoC","1035.0","1008.0","27.0","474.0","453.0","21.0","561.0","555.0","6.0","99.0","95.0","4.0","88.0","84.0","4.0","11.0","11.0","0.0","14.0","12.0","2.0"
"NJ-503","Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC","1427.0","1230.0","197.0","732.0","594.0","138.0","695.0","636.0","59.0","75.0","55.0","20.0","50.0","37.0","13.0","25.0","18.0","7.0","123.0","106.0","17.0"
