"CoC Number","CoC Name","Total Homeless, 2011","Sheltered Homeless, 2011","Unsheltered Homeless, 2011","Homeless Individuals, 2011","Sheltered Homeless Individuals, 2011","Unsheltered Homeless Individuals, 2011","Homeless People in Families, 2011","Sheltered Homeless People in Families, 2011","Unsheltered Homeless People in Families, 2011","Chronically Homeless, 2011","Sheltered Chronically Homeless, 2011","Unsheltered Chronically Homeless, 2011","Chronically Homeless Individuals, 2011","Sheltered Chronically Homeless Individuals, 2011","Unsheltered Chronically Homeless Individuals, 2011","Chronically Homeless People in Families, 2011","Sheltered Chronically Homeless People in Families, 2011","Unsheltered Chronically Homeless People in Families, 2011","Homeless Veterans, 2011","Sheltered Homeless Veterans, 2011","Unsheltered Homeless Veterans, 2011"
"VA-508","Lynchburg CoC","226.0","187.0","39.0","129.0","109.0","20.0","97.0","78.0","19.0","23.0","11.0","12.0","23.0","11.0","12.0","0.0","0.0","0.0","20.0","17.0","3.0"
"VA-513","Harrisburg, Winchester/Western Virginia CoC","311.0","284.0","27.0","194.0","178.0","16.0","117.0","106.0","11.0","72.0","63.0","9.0","68.0","59.0","9.0","4.0","4.0","0.0","25.0","23.0","2.0"
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","191.0","142.0","49.0","135.0","86.0","49.0","56.0","56.0","0.0","67.0","40.0","27.0","67.0","40.0","27.0","0.0","0.0","0.0","17.0","14.0","3.0"
"VA-521","Virginia Balance of State (BoS) CoC","1064.0","720.0","344.0","529.0","254.0","275.0","535.0","466.0","69.0","137.0","51.0","86.0","119.0","44.0","75.0","18.0","7.0","11.0","50.0","30.0","20.0"
"VA-600","Arlington County CoC","461.0","324.0","137.0","268.0","131.0","137.0","193.0","193.0","0.0","154.0","64.0","90.0","154.0","64.0","90.0","0.0","0.0","0.0","29.0","13.0","16.0"
"VA-601","Fairfax County CoC","1549.0","1414.0","135.0","666.0","531.0","135.0","883.0","883.0","0.0","278.0","174.0","104.0","258.0","154.0","104.0","20.0","20.0","0.0","55.0","46.0","9.0"
"VA-602","Loudoun County CoC","162.0","133.0","29.0","86.0","57.0","29.0","76.0","76.0","0.0","22.0","8.0","14.0","22.0","8.0","14.0","0.0","0.0","0.0","10.0","6.0","4.0"
"VA-603","City of Alexandria CoC","416.0","374.0","42.0","264.0","222.0","42.0","152.0","152.0","0.0","109.0","74.0","35.0","109.0","74.0","35.0","0.0","0.0","0.0","27.0","24.0","3.0"
"VA-604","Prince William County CoC","566.0","366.0","200.0","175.0","74.0","101.0","391.0","292.0","99.0","104.0","50.0","54.0","87.0","37.0","50.0","17.0","13.0","4.0","40.0","21.0","19.0"
"VI-500","Virgin Islands CoC","532.0","154.0","378.0","450.0","72.0","378.0","82.0","82.0","0.0","195.0","4.0","191.0","195.0","4.0","191.0","0.0","0.0","0.0","32.0","0.0","32.0"
"VT-500","Vermont Balance of State CoC","655.0","579.0","76.0","376.0","316.0","60.0","279.0","263.0","16.0","66.0","53.0","13.0","54.0","41.0","13.0","12.0","12.0","0.0","63.0","61.0","2.0"
"VT-501","Burlington/Chittenden County CoC","489.0","442.0","47.0","261.0","217.0","44.0","228.0","225.0","3.0","48.0","34.0","14.0","40.0","26.0","14.0","8.0","8.0","0.0","18.0","14.0","4.0"
"WA-500","Seattle/King County CoC","8972.0","6480.0","2492.0","5484.0","3042.0","2442.0","3488.0","3438.0","50.0","896.0","666.0","230.0","884.0","654.0","230.0","12.0","12.0","0.0","587.0","546.0","41.0"
"WA-501","Washington Balance of State CoC","4956.0","3278.0","1678.0","2436.0","1248.0","1188.0","2520.0","2030.0","490.0","797.0","283.0","514.0","623.0","229.0","394.0","174.0","54.0","120.0","426.0","291.0","135.0"
"WA-502","Spokane City & County CoC","1272.0","1134.0","138.0","642.0","522.0","120.0","630.0","612.0","18.0","76.0","47.0","29.0","74.0","45.0","29.0","2.0","2.0","0.0","91.0","73.0","18.0"
"WA-503","Tacoma/Lakewood/Pierce County CoC","2089.0","1867.0","222.0","846.0","637.0","209.0","1243.0","1230.0","13.0","232.0","87.0","145.0","214.0","82.0","132.0","18.0","5.0","13.0","158.0","125.0","33.0"
"WA-504","Everett/Snohomish County CoC","1860.0","1273.0","587.0","830.0","315.0","515.0","1030.0","958.0","72.0","228.0","146.0","82.0","205.0","127.0","78.0","23.0","19.0","4.0","85.0","38.0","47.0"
"WA-507","Yakima City & County CoC","443.0","383.0","60.0","218.0","177.0","41.0","225.0","206.0","19.0","61.0","42.0","19.0","57.0","39.0","18.0","4.0","3.0","1.0","36.0","31.0","5.0"
"WA-508","Vancouver/Clark County CoC","847.0","660.0","187.0","412.0","277.0","135.0","435.0","383.0","52.0","98.0","42.0","56.0","79.0","35.0","44.0","19.0","7.0","12.0","95.0","63.0","32.0"
"WI-500","Wisconsin Balance of State CoC","3400.0","3149.0","251.0","1432.0","1272.0","160.0","1968.0","1877.0","91.0","217.0","196.0","21.0","153.0","141.0","12.0","64.0","55.0","9.0","310.0","303.0","7.0"
"WI-501","Milwaukee City & County CoC","1466.0","1331.0","135.0","892.0","762.0","130.0","574.0","569.0","5.0","127.0","90.0","37.0","125.0","88.0","37.0","2.0","2.0","0.0","192.0","177.0","15.0"
"WI-502","Racine City & County CoC","243.0","242.0","1.0","144.0","143.0","1.0","99.0","99.0","0.0","32.0","32.0","0.0","30.0","30.0","0.0","2.0","2.0","0.0","39.0","39.0","0.0"
"WI-503","Madison/Dane County CoC","676.0","633.0","43.0","370.0","327.0","43.0","306.0","306.0","0.0","121.0","107.0","14.0","102.0","88.0","14.0","19.0","19.0","0.0","66.0","65.0","1.0"
"WV-500","Wheeling/Weirton Area CoC","124.0","107.0","17.0","90.0","73.0","17.0","34.0","34.0","0.0","43.0","34.0","9.0","40.0","31.0","9.0","3.0","3.0","0.0","7.0","5.0","2.0"
"WV-501","Huntington/Cabell, Wayne Counties CoC","238.0","207.0","31.0","158.0","127.0","31.0","80.0","80.0","0.0","28.0","13.0","15.0","26.0","11.0","15.0","2.0","2.0","0.0","21.0","12.0","9.0"
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","394.0","360.0","34.0","306.0","272.0","34.0","88.0","88.0","0.0","56.0","36.0","20.0","56.0","36.0","20.0","0.0","0.0","0.0","33.0","33.0","0.0"
"WV-508","West Virginia Balance of State CoC","1455.0","731.0","724.0","1108.0","520.0","588.0","347.0","211.0","136.0","172.0","106.0","66.0","165.0","101.0","64.0","7.0","5.0","2.0","241.0","186.0","55.0"
"WY-500","Wyoming Statewide CoC","1038.0","195.0","843.0","320.0","127.0","193.0","718.0","68.0","650.0","104.0","27.0","77.0","82.0","27.0","55.0","22.0","0.0","22.0","83.0","39.0","44.0"
"","Total","623788.0","392316.0","231472.0","387613.0","205834.0","181779.0","236175.0","186482.0","49693.0","119033.0","46169.0","72864.0","103522.0","38971.0","64551.0","15511.0","7198.0","8313.0","65455.0","40033.0","25422.0"
"","","","","","","","","","","","","","","","","","","","","","",""
"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Point-in-Time Estimates by State, MO-604's data have been split up between MO and KS.","","","","","","","","","","","","","","","","","","","","","",""
