"CoC Number","CoC Name","Total Homeless, 2016","Sheltered Homeless, 2016","Unsheltered Homeless, 2016","Homeless Individuals, 2016","Sheltered Homeless Individuals, 2016","Unsheltered Homeless Individuals, 2016","Homeless People in Families, 2016","Sheltered Homeless People in Families, 2016","Unsheltered Homeless People in Families, 2016","Chronically Homeless, 2016","Sheltered Chronically Homeless, 2016","Unsheltered Chronically Homeless, 2016","Chronically Homeless Individuals, 2016","Sheltered Chronically Homeless Individuals, 2016","Unsheltered Chronically Homeless Individuals, 2016","Chronically Homeless People in Families, 2016","Sheltered Chronically Homeless People in Families, 2016","Unsheltered Chronically Homeless People in Families, 2016","Homeless Veterans, 2016","Sheltered Homeless Veterans, 2016","Unsheltered Homeless Veterans, 2016","Homeless Unaccompanied Youth (Under 25), 2016","Sheltered Homeless Unaccompanied Youth (Under 25), 2016","Unsheltered Homeless Unaccompanied Youth (Under 25), 2016","Homeless Unaccompanied Children (Under 18), 2016","Sheltered Homeless Unaccompanied Children (Under 18), 2016","Unsheltered Homeless Unaccompanied Children (Under 18), 2016","Homeless Unaccompanied Young Adults (Age 18-24), 2016","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2016","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2016","Parenting Youth (Under 25), 2016","Sheltered Parenting Youth (Under 25), 2016","Unsheltered Parenting Youth (Under 25), 2016","Parenting Youth Under 18, 2016","Sheltered Parenting Youth Under 18, 2016","Unsheltered Parenting Youth Under 18, 2016","Parenting Youth Age 18-24, 2016","Sheltered Parenting Youth Age 18-24, 2016","Unsheltered Parenting Youth Age 18-24, 2016","Children of Parenting Youth, 2016","Sheltered Children of Parenting Youth, 2016","Unsheltered Children of Parenting Youth, 2016"
"CO-500","Colorado Balance of State CoC","3520.0","1689.0","1831.0","2006.0","920.0","1086.0","1514.0","769.0","745.0","703.0","182.0","521.0","571.0","167.0","404.0","132.0","15.0","117.0","291.0","133.0","158.0","204.0","75.0","129.0","4.0","0.0","4.0","200.0","75.0","125.0","54.0","35.0","19.0","1.0","0.0","1.0","53.0","35.0","18.0","59.0","37.0","22.0"
"CO-503","Metropolitan Denver Homeless Initiative","5728.0","4931.0","797.0","3581.0","2861.0","720.0","2147.0","2070.0","77.0","739.0","528.0","211.0","716.0","509.0","207.0","23.0","19.0","4.0","722.0","649.0","73.0","354.0","246.0","108.0","34.0","25.0","9.0","320.0","221.0","99.0","95.0","92.0","3.0","1.0","1.0","0.0","94.0","91.0","3.0","149.0","143.0","6.0"
"CO-504","Colorado Springs/El Paso County CoC","1302.0","991.0","311.0","863.0","571.0","292.0","439.0","420.0","19.0","387.0","239.0","148.0","355.0","207.0","148.0","32.0","32.0","0.0","168.0","124.0","44.0","95.0","62.0","33.0","1.0","1.0","0.0","94.0","61.0","33.0","8.0","6.0","2.0","0.0","0.0","0.0","8.0","6.0","2.0","9.0","7.0","2.0"
"CT-503","Bridgeport/Norwalk /Stamford/Fairfield County CoC","886.0","730.0","156.0","525.0","369.0","156.0","361.0","361.0","0.0","98.0","56.0","42.0","83.0","41.0","42.0","15.0","15.0","0.0","53.0","42.0","11.0","28.0","23.0","5.0","7.0","7.0","0.0","21.0","16.0","5.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","17.0","17.0","0.0"
"CT-505","Connecticut Balance of State CoC","3016.0","2499.0","517.0","2045.0","1534.0","511.0","971.0","965.0","6.0","369.0","226.0","143.0","356.0","213.0","143.0","13.0","13.0","0.0","163.0","131.0","32.0","91.0","74.0","17.0","1.0","1.0","0.0","90.0","73.0","17.0","49.0","48.0","1.0","0.0","0.0","0.0","49.0","48.0","1.0","76.0","75.0","1.0"
"DC-500","District of Columbia CoC","8350.0","8032.0","318.0","3683.0","3365.0","318.0","4667.0","4667.0","0.0","1597.0","1357.0","240.0","1501.0","1261.0","240.0","96.0","96.0","0.0","350.0","322.0","28.0","211.0","178.0","33.0","10.0","10.0","0.0","201.0","168.0","33.0","527.0","527.0","0.0","0.0","0.0","0.0","527.0","527.0","0.0","688.0","688.0","0.0"
"DE-500","Delaware Statewide CoC","1070.0","1019.0","51.0","753.0","702.0","51.0","317.0","317.0","0.0","74.0","72.0","2.0","65.0","63.0","2.0","9.0","9.0","0.0","107.0","103.0","4.0","51.0","46.0","5.0","0.0","0.0","0.0","51.0","46.0","5.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","20.0","20.0","0.0"
"FL-500","Sarasota/Bradenton/Manatee, Sarasota Counties CoC","1468.0","804.0","664.0","1219.0","607.0","612.0","249.0","197.0","52.0","311.0","42.0","269.0","294.0","39.0","255.0","17.0","3.0","14.0","161.0","99.0","62.0","97.0","70.0","27.0","20.0","18.0","2.0","77.0","52.0","25.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","13.0","13.0","0.0"
"FL-501","Tampa/Hillsborough County CoC","1817.0","1048.0","769.0","1284.0","577.0","707.0","533.0","471.0","62.0","254.0","61.0","193.0","244.0","53.0","191.0","10.0","8.0","2.0","181.0","112.0","69.0","53.0","18.0","35.0","3.0","0.0","3.0","50.0","18.0","32.0","19.0","19.0","0.0","1.0","1.0","0.0","18.0","18.0","0.0","28.0","28.0","0.0"
"FL-502","St. Petersburg/Clearwater/Largo/Pinellas County CoC","2777.0","1638.0","1139.0","2383.0","1263.0","1120.0","394.0","375.0","19.0","607.0","141.0","466.0","603.0","141.0","462.0","4.0","0.0","4.0","380.0","269.0","111.0","127.0","89.0","38.0","34.0","34.0","0.0","93.0","55.0","38.0","14.0","13.0","1.0","3.0","3.0","0.0","11.0","10.0","1.0","23.0","21.0","2.0"
"FL-503","Lakeland/Winter Haven/Polk County CoC","635.0","375.0","260.0","417.0","201.0","216.0","218.0","174.0","44.0","88.0","20.0","68.0","79.0","14.0","65.0","9.0","6.0","3.0","42.0","20.0","22.0","22.0","12.0","10.0","3.0","3.0","0.0","19.0","9.0","10.0","4.0","3.0","1.0","0.0","0.0","0.0","4.0","3.0","1.0","7.0","4.0","3.0"
"FL-504","Daytona Beach/Daytona/Volusia, Flagler Counties CoC","1005.0","424.0","581.0","749.0","212.0","537.0","256.0","212.0","44.0","210.0","13.0","197.0","180.0","13.0","167.0","30.0","0.0","30.0","36.0","23.0","13.0","30.0","20.0","10.0","11.0","11.0","0.0","19.0","9.0","10.0","7.0","6.0","1.0","0.0","0.0","0.0","7.0","6.0","1.0","7.0","6.0","1.0"
"FL-505","Fort Walton Beach/Okaloosa, Walton Counties CoC","629.0","272.0","357.0","521.0","169.0","352.0","108.0","103.0","5.0","306.0","63.0","243.0","267.0","24.0","243.0","39.0","39.0","0.0","37.0","10.0","27.0","91.0","44.0","47.0","39.0","8.0","31.0","52.0","36.0","16.0","3.0","2.0","1.0","0.0","0.0","0.0","3.0","2.0","1.0","7.0","5.0","2.0"
"FL-506","Tallahassee/Leon County CoC","869.0","721.0","148.0","635.0","491.0","144.0","234.0","230.0","4.0","81.0","59.0","22.0","78.0","56.0","22.0","3.0","3.0","0.0","117.0","88.0","29.0","64.0","58.0","6.0","14.0","13.0","1.0","50.0","45.0","5.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","18.0","18.0","0.0"
"FL-507","Orlando/Orange, Osceola, Seminole Counties CoC","1670.0","1537.0","133.0","1094.0","961.0","133.0","576.0","576.0","0.0","106.0","82.0","24.0","106.0","82.0","24.0","0.0","0.0","0.0","231.0","225.0","6.0","96.0","92.0","4.0","0.0","0.0","0.0","96.0","92.0","4.0","22.0","22.0","0.0","0.0","0.0","0.0","22.0","22.0","0.0","41.0","41.0","0.0"
"FL-508","Gainesville/Alachua, Putnam Counties CoC","844.0","419.0","425.0","596.0","173.0","423.0","248.0","246.0","2.0","265.0","43.0","222.0","253.0","33.0","220.0","12.0","10.0","2.0","123.0","47.0","76.0","44.0","34.0","10.0","22.0","22.0","0.0","22.0","12.0","10.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"FL-509","Fort Pierce/St. Lucie, Indian River, Martin Counties CoC","2382.0","248.0","2134.0","925.0","62.0","863.0","1457.0","186.0","1271.0","77.0","0.0","77.0","77.0","0.0","77.0","0.0","0.0","0.0","50.0","3.0","47.0","105.0","28.0","77.0","8.0","8.0","0.0","97.0","20.0","77.0","17.0","8.0","9.0","0.0","0.0","0.0","17.0","8.0","9.0","31.0","19.0","12.0"
"FL-510","Jacksonville-Duval, Clay Counties CoC","1959.0","1518.0","441.0","1466.0","1025.0","441.0","493.0","493.0","0.0","337.0","193.0","144.0","325.0","181.0","144.0","12.0","12.0","0.0","130.0","104.0","26.0","107.0","80.0","27.0","22.0","22.0","0.0","85.0","58.0","27.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","10.0","10.0","0.0"
"FL-511","Pensacola/Escambia/Santa Rosa County CoC","798.0","616.0","182.0","615.0","444.0","171.0","183.0","172.0","11.0","216.0","156.0","60.0","189.0","134.0","55.0","27.0","22.0","5.0","112.0","86.0","26.0","52.0","46.0","6.0","11.0","11.0","0.0","41.0","35.0","6.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","4.0","4.0","0.0"
"FL-512","Saint Johns County CoC","1064.0","255.0","809.0","781.0","75.0","706.0","283.0","180.0","103.0","35.0","6.0","29.0","35.0","6.0","29.0","0.0","0.0","0.0","36.0","9.0","27.0","17.0","1.0","16.0","8.0","0.0","8.0","9.0","1.0","8.0","11.0","7.0","4.0","0.0","0.0","0.0","11.0","7.0","4.0","16.0","12.0","4.0"
"FL-513","Palm Bay/Melbourne/Brevard County CoC","827.0","644.0","183.0","505.0","352.0","153.0","322.0","292.0","30.0","193.0","43.0","150.0","163.0","43.0","120.0","30.0","0.0","30.0","160.0","147.0","13.0","60.0","55.0","5.0","30.0","25.0","5.0","30.0","30.0","0.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","13.0","13.0","0.0"
"FL-514","Ocala/Marion County CoC","823.0","295.0","528.0","650.0","198.0","452.0","173.0","97.0","76.0","65.0","0.0","65.0","65.0","0.0","65.0","0.0","0.0","0.0","108.0","73.0","35.0","46.0","12.0","34.0","7.0","7.0","0.0","39.0","5.0","34.0","7.0","1.0","6.0","0.0","0.0","0.0","7.0","1.0","6.0","7.0","1.0","6.0"
"FL-515","Panama City/Bay, Jackson Counties CoC","310.0","174.0","136.0","266.0","139.0","127.0","44.0","35.0","9.0","30.0","10.0","20.0","25.0","5.0","20.0","5.0","5.0","0.0","39.0","10.0","29.0","25.0","20.0","5.0","7.0","7.0","0.0","18.0","13.0","5.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"FL-517","Hendry, Hardee, Highlands Counties CoC","1071.0","313.0","758.0","601.0","126.0","475.0","470.0","187.0","283.0","335.0","37.0","298.0","323.0","25.0","298.0","12.0","12.0","0.0","12.0","12.0","0.0","50.0","0.0","50.0","50.0","0.0","50.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","1145.0","96.0","1049.0","885.0","54.0","831.0","260.0","42.0","218.0","216.0","7.0","209.0","175.0","5.0","170.0","41.0","2.0","39.0","140.0","28.0","112.0","266.0","13.0","253.0","13.0","11.0","2.0","253.0","2.0","251.0","3.0","1.0","2.0","0.0","0.0","0.0","3.0","1.0","2.0","5.0","1.0","4.0"
"FL-519","Pasco County CoC","1055.0","195.0","860.0","793.0","113.0","680.0","262.0","82.0","180.0","404.0","13.0","391.0","267.0","13.0","254.0","137.0","0.0","137.0","100.0","30.0","70.0","188.0","14.0","174.0","127.0","3.0","124.0","61.0","11.0","50.0","17.0","2.0","15.0","0.0","0.0","0.0","17.0","2.0","15.0","28.0","4.0","24.0"
"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","595.0","303.0","292.0","414.0","157.0","257.0","181.0","146.0","35.0","33.0","10.0","23.0","28.0","5.0","23.0","5.0","5.0","0.0","49.0","30.0","19.0","30.0","15.0","15.0","0.0","0.0","0.0","30.0","15.0","15.0","9.0","7.0","2.0","0.0","0.0","0.0","9.0","7.0","2.0","16.0","13.0","3.0"
"FL-600","Miami/Dade County CoC","4235.0","3253.0","982.0","3182.0","2202.0","980.0","1053.0","1051.0","2.0","472.0","135.0","337.0","435.0","98.0","337.0","37.0","37.0","0.0","157.0","126.0","31.0","177.0","165.0","12.0","46.0","45.0","1.0","131.0","120.0","11.0","46.0","46.0","0.0","0.0","0.0","0.0","46.0","46.0","0.0","90.0","90.0","0.0"
"FL-601","Ft Lauderdale/Broward County CoC","2302.0","1520.0","782.0","1844.0","1085.0","759.0","458.0","435.0","23.0","430.0","150.0","280.0","400.0","139.0","261.0","30.0","11.0","19.0","210.0","129.0","81.0","144.0","107.0","37.0","14.0","6.0","8.0","130.0","101.0","29.0","19.0","18.0","1.0","0.0","0.0","0.0","19.0","18.0","1.0","25.0","24.0","1.0"
"FL-602","Punta Gorda/Charlotte County CoC","388.0","134.0","254.0","223.0","79.0","144.0","165.0","55.0","110.0","76.0","10.0","66.0","71.0","5.0","66.0","5.0","5.0","0.0","65.0","55.0","10.0","8.0","3.0","5.0","0.0","0.0","0.0","8.0","3.0","5.0","39.0","3.0","36.0","0.0","0.0","0.0","39.0","3.0","36.0","39.0","3.0","36.0"
"FL-603","Ft Myers/Cape Coral/Lee County CoC","439.0","256.0","183.0","310.0","162.0","148.0","129.0","94.0","35.0","90.0","20.0","70.0","82.0","20.0","62.0","8.0","0.0","8.0","19.0","12.0","7.0","34.0","24.0","10.0","10.0","10.0","0.0","24.0","14.0","10.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"FL-604","Monroe County CoC","575.0","305.0","270.0","497.0","259.0","238.0","78.0","46.0","32.0","126.0","8.0","118.0","126.0","8.0","118.0","0.0","0.0","0.0","87.0","45.0","42.0","31.0","13.0","18.0","5.0","5.0","0.0","26.0","8.0","18.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"FL-605","West Palm Beach/Palm Beach County CoC","1332.0","507.0","825.0","1008.0","236.0","772.0","324.0","271.0","53.0","459.0","31.0","428.0","452.0","28.0","424.0","7.0","3.0","4.0","115.0","29.0","86.0","63.0","17.0","46.0","2.0","2.0","0.0","61.0","15.0","46.0","27.0","23.0","4.0","1.0","1.0","0.0","26.0","22.0","4.0","45.0","41.0","4.0"
"FL-606","Naples/Collier County CoC","545.0","328.0","217.0","338.0","219.0","119.0","207.0","109.0","98.0","73.0","49.0","24.0","73.0","49.0","24.0","0.0","0.0","0.0","5.0","4.0","1.0","67.0","56.0","11.0","8.0","8.0","0.0","59.0","48.0","11.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","5.0","5.0","0.0"
"GA-500","Atlanta Continuum of Care","4063.0","3225.0","838.0","3610.0","2831.0","779.0","453.0","394.0","59.0","556.0","290.0","266.0","531.0","280.0","251.0","25.0","10.0","15.0","369.0","366.0","3.0","347.0","329.0","18.0","5.0","5.0","0.0","342.0","324.0","18.0","22.0","21.0","1.0","0.0","0.0","0.0","22.0","21.0","1.0","37.0","36.0","1.0"
"GA-501","Georgia Balance of State CoC","5575.0","2057.0","3518.0","3392.0","660.0","2732.0","2183.0","1397.0","786.0","883.0","50.0","833.0","793.0","36.0","757.0","90.0","14.0","76.0","468.0","48.0","420.0","210.0","48.0","162.0","5.0","1.0","4.0","205.0","47.0","158.0","32.0","26.0","6.0","0.0","0.0","0.0","32.0","26.0","6.0","43.0","24.0","19.0"
"GA-502","Fulton County Continuum of Care","483.0","422.0","61.0","282.0","228.0","54.0","201.0","194.0","7.0","28.0","28.0","0.0","9.0","9.0","0.0","19.0","19.0","0.0","57.0","57.0","0.0","49.0","40.0","9.0","0.0","0.0","0.0","49.0","40.0","9.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","13.0","13.0","0.0"
"GA-503","Athens/Clarke County CoC","224.0","148.0","76.0","156.0","89.0","67.0","68.0","59.0","9.0","49.0","19.0","30.0","49.0","19.0","30.0","0.0","0.0","0.0","14.0","8.0","6.0","9.0","7.0","2.0","0.0","0.0","0.0","9.0","7.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"GA-504","Augusta CoC","287.0","266.0","21.0","192.0","174.0","18.0","95.0","92.0","3.0","42.0","29.0","13.0","35.0","26.0","9.0","7.0","3.0","4.0","48.0","46.0","2.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA-505","Columbus-Muscogee/Russell County CoC","329.0","243.0","86.0","272.0","186.0","86.0","57.0","57.0","0.0","35.0","12.0","23.0","35.0","12.0","23.0","0.0","0.0","0.0","17.0","11.0","6.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"GA-506","Marietta/Cobb County CoC","405.0","314.0","91.0","205.0","136.0","69.0","200.0","178.0","22.0","43.0","2.0","41.0","36.0","2.0","34.0","7.0","0.0","7.0","21.0","9.0","12.0","10.0","9.0","1.0","0.0","0.0","0.0","10.0","9.0","1.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","9.0","9.0","0.0"
"GA-507","Savannah/Chatham County CoC","1070.0","553.0","517.0","923.0","406.0","517.0","147.0","147.0","0.0","155.0","35.0","120.0","149.0","29.0","120.0","6.0","6.0","0.0","29.0","17.0","12.0","56.0","19.0","37.0","7.0","7.0","0.0","49.0","12.0","37.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","4.0","4.0","0.0"
"GA-508","DeKalb County Continuum of Care","473.0","315.0","158.0","233.0","75.0","158.0","240.0","240.0","0.0","24.0","5.0","19.0","21.0","2.0","19.0","3.0","3.0","0.0","32.0","19.0","13.0","28.0","7.0","21.0","0.0","0.0","0.0","28.0","7.0","21.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","17.0","17.0","0.0"
"GU-500","Guam CoC","1085.0","112.0","973.0","227.0","18.0","209.0","858.0","94.0","764.0","55.0","0.0","55.0","15.0","0.0","15.0","40.0","0.0","40.0","21.0","6.0","15.0","7.0","4.0","3.0","1.0","1.0","0.0","6.0","3.0","3.0","10.0","1.0","9.0","0.0","0.0","0.0","10.0","1.0","9.0","11.0","1.0","10.0"
"HI-500","Hawaii Balance of State CoC","2981.0","846.0","2135.0","1793.0","359.0","1434.0","1188.0","487.0","701.0","859.0","16.0","843.0","665.0","13.0","652.0","194.0","3.0","191.0","257.0","40.0","217.0","141.0","25.0","116.0","3.0","0.0","3.0","138.0","25.0","113.0","33.0","9.0","24.0","0.0","0.0","0.0","33.0","9.0","24.0","30.0","8.0","22.0"
"HI-501","Honolulu CoC","4940.0","2767.0","2173.0","2797.0","923.0","1874.0","2143.0","1844.0","299.0","1090.0","121.0","969.0","994.0","107.0","887.0","96.0","14.0","82.0","413.0","224.0","189.0","168.0","57.0","111.0","23.0","6.0","17.0","145.0","51.0","94.0","59.0","43.0","16.0","1.0","0.0","1.0","58.0","43.0","15.0","55.0","42.0","13.0"
"IA-500","Sioux City/Dakota, Woodbury Counties CoC","348.0","339.0","9.0","163.0","154.0","9.0","185.0","185.0","0.0","17.0","13.0","4.0","13.0","9.0","4.0","4.0","4.0","0.0","15.0","15.0","0.0","9.0","8.0","1.0","0.0","0.0","0.0","9.0","8.0","1.0","21.0","21.0","0.0","0.0","0.0","0.0","21.0","21.0","0.0","44.0","44.0","0.0"
"IA-501","Iowa Balance of State CoC","1923.0","1858.0","65.0","822.0","757.0","65.0","1101.0","1101.0","0.0","101.0","88.0","13.0","83.0","70.0","13.0","18.0","18.0","0.0","58.0","55.0","3.0","112.0","105.0","7.0","17.0","17.0","0.0","95.0","88.0","7.0","69.0","69.0","0.0","0.0","0.0","0.0","69.0","69.0","0.0","106.0","106.0","0.0"
"IA-502","Des Moines/Polk County CoC","793.0","724.0","69.0","558.0","489.0","69.0","235.0","235.0","0.0","66.0","36.0","30.0","63.0","33.0","30.0","3.0","3.0","0.0","97.0","84.0","13.0","39.0","37.0","2.0","1.0","1.0","0.0","38.0","36.0","2.0","22.0","22.0","0.0","0.0","0.0","0.0","22.0","22.0","0.0","27.0","27.0","0.0"
"ID-500","Boise/Ada County CoC","867.0","742.0","125.0","680.0","568.0","112.0","187.0","174.0","13.0","140.0","96.0","44.0","120.0","80.0","40.0","20.0","16.0","4.0","157.0","138.0","19.0","53.0","45.0","8.0","8.0","8.0","0.0","45.0","37.0","8.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","8.0","8.0","0.0"
"ID-501","Idaho Balance of State","1380.0","767.0","613.0","604.0","318.0","286.0","776.0","449.0","327.0","197.0","64.0","133.0","107.0","19.0","88.0","90.0","45.0","45.0","110.0","64.0","46.0","77.0","44.0","33.0","8.0","6.0","2.0","69.0","38.0","31.0","34.0","19.0","15.0","0.0","0.0","0.0","34.0","19.0","15.0","41.0","23.0","18.0"
"IL-500","McHenry County CoC","154.0","150.0","4.0","102.0","98.0","4.0","52.0","52.0","0.0","7.0","7.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","24.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"IL-501","Rockford/Winnebago, Boone Counties CoC","255.0","207.0","48.0","175.0","127.0","48.0","80.0","80.0","0.0","47.0","38.0","9.0","47.0","38.0","9.0","0.0","0.0","0.0","13.0","6.0","7.0","11.0","9.0","2.0","0.0","0.0","0.0","11.0","9.0","2.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","20.0","20.0","0.0"
"IL-502","Waukegan/North Chicago/Lake County CoC","299.0","280.0","19.0","143.0","124.0","19.0","156.0","156.0","0.0","32.0","27.0","5.0","16.0","11.0","5.0","16.0","16.0","0.0","11.0","9.0","2.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","17.0","17.0","0.0"
"IL-503","Champaign/Urbana/Rantoul/Champaign County CoC","188.0","170.0","18.0","124.0","108.0","16.0","64.0","62.0","2.0","5.0","0.0","5.0","5.0","0.0","5.0","0.0","0.0","0.0","10.0","8.0","2.0","22.0","22.0","0.0","2.0","2.0","0.0","20.0","20.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","5.0","5.0","0.0"
"IL-504","Madison County CoC","199.0","176.0","23.0","51.0","34.0","17.0","148.0","142.0","6.0","23.0","5.0","18.0","11.0","5.0","6.0","12.0","0.0","12.0","7.0","6.0","1.0","5.0","3.0","2.0","0.0","0.0","0.0","5.0","3.0","2.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","13.0","13.0","0.0"
"IL-506","Joliet/Bolingbrook/Will County CoC","290.0","242.0","48.0","195.0","154.0","41.0","95.0","88.0","7.0","17.0","3.0","14.0","17.0","3.0","14.0","0.0","0.0","0.0","23.0","20.0","3.0","12.0","9.0","3.0","0.0","0.0","0.0","12.0","9.0","3.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","4.0","4.0","0.0"
"IL-507","Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC","378.0","308.0","70.0","271.0","212.0","59.0","107.0","96.0","11.0","92.0","67.0","25.0","81.0","59.0","22.0","11.0","8.0","3.0","12.0","11.0","1.0","68.0","58.0","10.0","0.0","0.0","0.0","68.0","58.0","10.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","11.0","11.0","0.0"
"IL-508","East Saint Louis/Belleville/Saint Clair County CoC","240.0","157.0","83.0","132.0","66.0","66.0","108.0","91.0","17.0","41.0","15.0","26.0","36.0","15.0","21.0","5.0","0.0","5.0","34.0","29.0","5.0","10.0","6.0","4.0","0.0","0.0","0.0","10.0","6.0","4.0","13.0","11.0","2.0","0.0","0.0","0.0","13.0","11.0","2.0","20.0","16.0","4.0"
"IL-509","Dekalb City & County CoC","81.0","77.0","4.0","43.0","39.0","4.0","38.0","38.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","7.0","6.0","1.0","0.0","0.0","0.0","7.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IL-510","Chicago CoC","5889.0","4646.0","1243.0","3721.0","2488.0","1233.0","2168.0","2158.0","10.0","343.0","110.0","233.0","334.0","110.0","224.0","9.0","0.0","9.0","601.0","399.0","202.0","309.0","281.0","28.0","4.0","2.0","2.0","305.0","279.0","26.0","192.0","192.0","0.0","1.0","1.0","0.0","191.0","191.0","0.0","279.0","279.0","0.0"
"IL-511","Cook County CoC","952.0","842.0","110.0","556.0","446.0","110.0","396.0","396.0","0.0","128.0","103.0","25.0","125.0","100.0","25.0","3.0","3.0","0.0","81.0","74.0","7.0","45.0","38.0","7.0","1.0","0.0","1.0","44.0","38.0","6.0","17.0","17.0","0.0","0.0","0.0","0.0","17.0","17.0","0.0","26.0","26.0","0.0"
"IL-512","Bloomington/Central Illinois CoC","411.0","363.0","48.0","215.0","196.0","19.0","196.0","167.0","29.0","83.0","71.0","12.0","58.0","46.0","12.0","25.0","25.0","0.0","25.0","23.0","2.0","37.0","34.0","3.0","0.0","0.0","0.0","37.0","34.0","3.0","9.0","7.0","2.0","0.0","0.0","0.0","9.0","7.0","2.0","9.0","7.0","2.0"
"IL-513","Springfield/Sangamon County CoC","261.0","246.0","15.0","176.0","161.0","15.0","85.0","85.0","0.0","38.0","25.0","13.0","38.0","25.0","13.0","0.0","0.0","0.0","22.0","21.0","1.0","14.0","14.0","0.0","3.0","3.0","0.0","11.0","11.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","6.0","6.0","0.0"
"IL-514","DuPage County CoC","555.0","525.0","30.0","204.0","174.0","30.0","351.0","351.0","0.0","37.0","33.0","4.0","37.0","33.0","4.0","0.0","0.0","0.0","14.0","13.0","1.0","52.0","51.0","1.0","8.0","8.0","0.0","44.0","43.0","1.0","21.0","21.0","0.0","0.0","0.0","0.0","21.0","21.0","0.0","23.0","23.0","0.0"
"IL-515","South Central Illinois CoC","133.0","121.0","12.0","44.0","32.0","12.0","89.0","89.0","0.0","5.0","5.0","0.0","1.0","1.0","0.0","4.0","4.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"IL-516","Decatur/Macon County CoC","157.0","150.0","7.0","110.0","103.0","7.0","47.0","47.0","0.0","23.0","21.0","2.0","23.0","21.0","2.0","0.0","0.0","0.0","12.0","12.0","0.0","12.0","11.0","1.0","0.0","0.0","0.0","12.0","11.0","1.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","4.0","4.0","0.0"
