"CoC Number","CoC Name","Total Homeless, 2016","Sheltered Homeless, 2016","Unsheltered Homeless, 2016","Homeless Individuals, 2016","Sheltered Homeless Individuals, 2016","Unsheltered Homeless Individuals, 2016","Homeless People in Families, 2016","Sheltered Homeless People in Families, 2016","Unsheltered Homeless People in Families, 2016","Chronically Homeless, 2016","Sheltered Chronically Homeless, 2016","Unsheltered Chronically Homeless, 2016","Chronically Homeless Individuals, 2016","Sheltered Chronically Homeless Individuals, 2016","Unsheltered Chronically Homeless Individuals, 2016","Chronically Homeless People in Families, 2016","Sheltered Chronically Homeless People in Families, 2016","Unsheltered Chronically Homeless People in Families, 2016","Homeless Veterans, 2016","Sheltered Homeless Veterans, 2016","Unsheltered Homeless Veterans, 2016","Homeless Unaccompanied Youth (Under 25), 2016","Sheltered Homeless Unaccompanied Youth (Under 25), 2016","Unsheltered Homeless Unaccompanied Youth (Under 25), 2016","Homeless Unaccompanied Children (Under 18), 2016","Sheltered Homeless Unaccompanied Children (Under 18), 2016","Unsheltered Homeless Unaccompanied Children (Under 18), 2016","Homeless Unaccompanied Young Adults (Age 18-24), 2016","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2016","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2016","Parenting Youth (Under 25), 2016","Sheltered Parenting Youth (Under 25), 2016","Unsheltered Parenting Youth (Under 25), 2016","Parenting Youth Under 18, 2016","Sheltered Parenting Youth Under 18, 2016","Unsheltered Parenting Youth Under 18, 2016","Parenting Youth Age 18-24, 2016","Sheltered Parenting Youth Age 18-24, 2016","Unsheltered Parenting Youth Age 18-24, 2016","Children of Parenting Youth, 2016","Sheltered Children of Parenting Youth, 2016","Unsheltered Children of Parenting Youth, 2016"
"MI-515","Monroe City & County CoC","176.0","173.0","3.0","131.0","128.0","3.0","45.0","45.0","0.0","11.0","10.0","1.0","5.0","4.0","1.0","6.0","6.0","0.0","27.0","27.0","0.0","22.0","22.0","0.0","7.0","7.0","0.0","15.0","15.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","7.0","7.0","0.0"
"MI-516","Norton Shores/Muskegon City & County CoC","191.0","184.0","7.0","104.0","97.0","7.0","87.0","87.0","0.0","5.0","1.0","4.0","5.0","1.0","4.0","0.0","0.0","0.0","4.0","4.0","0.0","18.0","16.0","2.0","1.0","1.0","0.0","17.0","15.0","2.0","9.0","9.0","0.0","1.0","1.0","0.0","8.0","8.0","0.0","19.0","19.0","0.0"
"MI-517","Jackson City & County CoC","169.0","162.0","7.0","57.0","53.0","4.0","112.0","109.0","3.0","2.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","5.0","5.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","13.0","13.0","0.0"
"MI-518","Livingston County CoC","77.0","75.0","2.0","39.0","37.0","2.0","38.0","38.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","2.0","2.0","0.0","10.0","10.0","0.0","2.0","2.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MI-519","Holland/Ottawa County CoC","261.0","257.0","4.0","110.0","106.0","4.0","151.0","151.0","0.0","9.0","6.0","3.0","6.0","3.0","3.0","3.0","3.0","0.0","8.0","8.0","0.0","18.0","17.0","1.0","0.0","0.0","0.0","18.0","17.0","1.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","10.0","10.0","0.0"
"MI-523","Eaton County CoC","120.0","111.0","9.0","11.0","5.0","6.0","109.0","106.0","3.0","2.0","0.0","2.0","2.0","0.0","2.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","9.0","9.0","0.0"
"MN-500","Minneapolis/Hennepin County CoC","3056.0","2886.0","170.0","1465.0","1295.0","170.0","1591.0","1591.0","0.0","390.0","332.0","58.0","360.0","302.0","58.0","30.0","30.0","0.0","137.0","126.0","11.0","222.0","202.0","20.0","21.0","20.0","1.0","201.0","182.0","19.0","84.0","84.0","0.0","0.0","0.0","0.0","84.0","84.0","0.0","172.0","172.0","0.0"
"MN-501","Saint Paul/Ramsey County CoC","1346.0","1210.0","136.0","802.0","675.0","127.0","544.0","535.0","9.0","210.0","179.0","31.0","175.0","151.0","24.0","35.0","28.0","7.0","48.0","47.0","1.0","151.0","133.0","18.0","17.0","17.0","0.0","134.0","116.0","18.0","50.0","50.0","0.0","5.0","5.0","0.0","45.0","45.0","0.0","76.0","76.0","0.0"
"MN-502","Rochester/Southeast Minnesota CoC","423.0","409.0","14.0","147.0","133.0","14.0","276.0","276.0","0.0","35.0","28.0","7.0","22.0","15.0","7.0","13.0","13.0","0.0","9.0","6.0","3.0","45.0","41.0","4.0","0.0","0.0","0.0","45.0","41.0","4.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","15.0","15.0","0.0"
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties","618.0","411.0","207.0","289.0","135.0","154.0","329.0","276.0","53.0","57.0","48.0","9.0","52.0","43.0","9.0","5.0","5.0","0.0","19.0","16.0","3.0","78.0","42.0","36.0","14.0","9.0","5.0","64.0","33.0","31.0","19.0","17.0","2.0","0.0","0.0","0.0","19.0","17.0","2.0","23.0","21.0","2.0"
"MN-504","Northeast Minnesota CoC","77.0","60.0","17.0","37.0","28.0","9.0","40.0","32.0","8.0","2.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"MN-505","St. Cloud/Central Minnesota CoC","669.0","502.0","167.0","349.0","228.0","121.0","320.0","274.0","46.0","18.0","12.0","6.0","10.0","4.0","6.0","8.0","8.0","0.0","25.0","24.0","1.0","91.0","65.0","26.0","10.0","2.0","8.0","81.0","63.0","18.0","23.0","22.0","1.0","0.0","0.0","0.0","23.0","22.0","1.0","22.0","21.0","1.0"
"MN-506","Northwest Minnesota CoC","290.0","288.0","2.0","111.0","109.0","2.0","179.0","179.0","0.0","22.0","22.0","0.0","9.0","9.0","0.0","13.0","13.0","0.0","6.0","6.0","0.0","45.0","45.0","0.0","12.0","12.0","0.0","33.0","33.0","0.0","24.0","24.0","0.0","0.0","0.0","0.0","24.0","24.0","0.0","27.0","27.0","0.0"
"MN-508","Moorhead/West Central Minnesota CoC","211.0","199.0","12.0","104.0","92.0","12.0","107.0","107.0","0.0","24.0","21.0","3.0","20.0","17.0","3.0","4.0","4.0","0.0","8.0","7.0","1.0","18.0","16.0","2.0","2.0","2.0","0.0","16.0","14.0","2.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","18.0","18.0","0.0"
"MN-509","Duluth/St.Louis County CoC","528.0","370.0","158.0","330.0","178.0","152.0","198.0","192.0","6.0","110.0","70.0","40.0","62.0","25.0","37.0","48.0","45.0","3.0","21.0","13.0","8.0","58.0","47.0","11.0","11.0","11.0","0.0","47.0","36.0","11.0","21.0","21.0","0.0","3.0","3.0","0.0","18.0","18.0","0.0","18.0","18.0","0.0"
"MN-511","Southwest Minnesota CoC","123.0","117.0","6.0","35.0","29.0","6.0","88.0","88.0","0.0","5.0","5.0","0.0","3.0","3.0","0.0","2.0","2.0","0.0","6.0","3.0","3.0","10.0","10.0","0.0","2.0","2.0","0.0","8.0","8.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","5.0","5.0","0.0"
"MO-500","St. Louis County CoC","465.0","417.0","48.0","256.0","212.0","44.0","209.0","205.0","4.0","18.0","8.0","10.0","18.0","8.0","10.0","0.0","0.0","0.0","51.0","49.0","2.0","162.0","149.0","13.0","108.0","107.0","1.0","54.0","42.0","12.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","13.0","13.0","0.0"
"MO-501","St.Louis City CoC","1248.0","1150.0","98.0","788.0","690.0","98.0","460.0","460.0","0.0","168.0","132.0","36.0","133.0","97.0","36.0","35.0","35.0","0.0","140.0","137.0","3.0","108.0","104.0","4.0","1.0","1.0","0.0","107.0","103.0","4.0","41.0","41.0","0.0","0.0","0.0","0.0","41.0","41.0","0.0","82.0","82.0","0.0"
"MO-503","St. Charles, Lincoln, Warren Counties CoC","610.0","380.0","230.0","288.0","148.0","140.0","322.0","232.0","90.0","33.0","7.0","26.0","33.0","7.0","26.0","0.0","0.0","0.0","9.0","2.0","7.0","47.0","29.0","18.0","5.0","4.0","1.0","42.0","25.0","17.0","16.0","14.0","2.0","0.0","0.0","0.0","16.0","14.0","2.0","14.0","13.0","1.0"
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","496.0","284.0","212.0","301.0","113.0","188.0","195.0","171.0","24.0","221.0","37.0","184.0","179.0","19.0","160.0","42.0","18.0","24.0","29.0","7.0","22.0","52.0","14.0","38.0","4.0","2.0","2.0","48.0","12.0","36.0","10.0","8.0","2.0","0.0","0.0","0.0","10.0","8.0","2.0","12.0","11.0","1.0"
"MO-602","Joplin/Jasper, Newton Counties CoC","297.0","238.0","59.0","215.0","159.0","56.0","82.0","79.0","3.0","19.0","19.0","0.0","19.0","19.0","0.0","0.0","0.0","0.0","54.0","51.0","3.0","19.0","17.0","2.0","4.0","4.0","0.0","15.0","13.0","2.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","18.0","18.0","0.0"
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","195.0","185.0","10.0","108.0","98.0","10.0","87.0","87.0","0.0","45.0","41.0","4.0","34.0","30.0","4.0","11.0","11.0","0.0","20.0","18.0","2.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","16.0","16.0","0.0"
"MO-604a","Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS","1699.0","1465.0","234.0","1170.0","946.0","224.0","529.0","519.0","10.0","475.0","397.0","78.0","385.0","309.0","76.0","90.0","88.0","2.0","197.0","176.0","21.0","154.0","95.0","59.0","50.0","26.0","24.0","104.0","69.0","35.0","20.0","20.0","0.0","5.0","5.0","0.0","15.0","15.0","0.0","25.0","25.0","0.0"
"MO-606","Missouri Balance of State CoC","1431.0","1056.0","375.0","837.0","567.0","270.0","594.0","489.0","105.0","201.0","137.0","64.0","134.0","89.0","45.0","67.0","48.0","19.0","115.0","88.0","27.0","108.0","86.0","22.0","36.0","31.0","5.0","72.0","55.0","17.0","22.0","18.0","4.0","0.0","0.0","0.0","22.0","18.0","4.0","26.0","23.0","3.0"
"MS-500","Jackson/Rankin, Madison Counties CoC","633.0","297.0","336.0","566.0","230.0","336.0","67.0","67.0","0.0","88.0","2.0","86.0","88.0","2.0","86.0","0.0","0.0","0.0","65.0","17.0","48.0","38.0","21.0","17.0","10.0","10.0","0.0","28.0","11.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MS-501","Mississippi Balance of State CoC","785.0","479.0","306.0","484.0","276.0","208.0","301.0","203.0","98.0","57.0","17.0","40.0","54.0","17.0","37.0","3.0","0.0","3.0","66.0","37.0","29.0","33.0","19.0","14.0","0.0","0.0","0.0","33.0","19.0","14.0","13.0","5.0","8.0","0.0","0.0","0.0","13.0","5.0","8.0","22.0","7.0","15.0"
"MS-503","Gulf Port/Gulf Coast Regional CoC","320.0","113.0","207.0","249.0","50.0","199.0","71.0","63.0","8.0","38.0","9.0","29.0","38.0","9.0","29.0","0.0","0.0","0.0","13.0","4.0","9.0","14.0","5.0","9.0","0.0","0.0","0.0","14.0","5.0","9.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0"
"MT-500","Montana Statewide CoC","1418.0","788.0","630.0","844.0","443.0","401.0","574.0","345.0","229.0","137.0","26.0","111.0","117.0","21.0","96.0","20.0","5.0","15.0","165.0","92.0","73.0","100.0","52.0","48.0","13.0","4.0","9.0","87.0","48.0","39.0","22.0","16.0","6.0","0.0","0.0","0.0","22.0","16.0","6.0","22.0","18.0","4.0"
"NC-500","Winston Salem/Forsyth County CoC","544.0","506.0","38.0","400.0","362.0","38.0","144.0","144.0","0.0","95.0","78.0","17.0","95.0","78.0","17.0","0.0","0.0","0.0","67.0","61.0","6.0","22.0","20.0","2.0","0.0","0.0","0.0","22.0","20.0","2.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","17.0","17.0","0.0"
"NC-501","Asheville/Buncombe County CoC","509.0","437.0","72.0","472.0","400.0","72.0","37.0","37.0","0.0","74.0","34.0","40.0","72.0","32.0","40.0","2.0","2.0","0.0","196.0","192.0","4.0","23.0","17.0","6.0","5.0","5.0","0.0","18.0","12.0","6.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","4.0","4.0","0.0"
"NC-502","Durham City & County CoC","354.0","322.0","32.0","237.0","205.0","32.0","117.0","117.0","0.0","57.0","48.0","9.0","57.0","48.0","9.0","0.0","0.0","0.0","71.0","70.0","1.0","13.0","12.0","1.0","0.0","0.0","0.0","13.0","12.0","1.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","16.0","16.0","0.0"
"NC-503","North Carolina Balance of State CoC","2963.0","2128.0","835.0","1851.0","1293.0","558.0","1112.0","835.0","277.0","348.0","165.0","183.0","257.0","134.0","123.0","91.0","31.0","60.0","136.0","82.0","54.0","161.0","110.0","51.0","15.0","5.0","10.0","146.0","105.0","41.0","34.0","34.0","0.0","0.0","0.0","0.0","34.0","34.0","0.0","58.0","58.0","0.0"
"NC-504","Greensboro/High Point CoC","721.0","637.0","84.0","544.0","460.0","84.0","177.0","177.0","0.0","38.0","23.0","15.0","36.0","21.0","15.0","2.0","2.0","0.0","66.0","66.0","0.0","61.0","59.0","2.0","15.0","15.0","0.0","46.0","44.0","2.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","6.0","6.0","0.0"
"NC-505","Charlotte/Mecklenberg CoC","1818.0","1631.0","187.0","1168.0","984.0","184.0","650.0","647.0","3.0","191.0","128.0","63.0","170.0","110.0","60.0","21.0","18.0","3.0","149.0","124.0","25.0","78.0","67.0","11.0","8.0","8.0","0.0","70.0","59.0","11.0","34.0","34.0","0.0","0.0","0.0","0.0","34.0","34.0","0.0","50.0","50.0","0.0"
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","389.0","261.0","128.0","290.0","169.0","121.0","99.0","92.0","7.0","81.0","21.0","60.0","81.0","21.0","60.0","0.0","0.0","0.0","52.0","33.0","19.0","18.0","9.0","9.0","5.0","5.0","0.0","13.0","4.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NC-507","Raleigh/Wake County CoC","818.0","680.0","138.0","569.0","433.0","136.0","249.0","247.0","2.0","149.0","113.0","36.0","91.0","55.0","36.0","58.0","58.0","0.0","78.0","62.0","16.0","45.0","40.0","5.0","3.0","3.0","0.0","42.0","37.0","5.0","16.0","16.0","0.0","0.0","0.0","0.0","16.0","16.0","0.0","25.0","25.0","0.0"
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","328.0","243.0","85.0","238.0","171.0","67.0","90.0","72.0","18.0","36.0","14.0","22.0","31.0","14.0","17.0","5.0","0.0","5.0","16.0","13.0","3.0","31.0","27.0","4.0","14.0","14.0","0.0","17.0","13.0","4.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"NC-511","Fayetteville/Cumberland County CoC","515.0","224.0","291.0","341.0","81.0","260.0","174.0","143.0","31.0","80.0","1.0","79.0","74.0","1.0","73.0","6.0","0.0","6.0","43.0","18.0","25.0","15.0","6.0","9.0","0.0","0.0","0.0","15.0","6.0","9.0","5.0","2.0","3.0","0.0","0.0","0.0","5.0","2.0","3.0","9.0","5.0","4.0"
"NC-513","Chapel Hill/Orange County CoC","80.0","65.0","15.0","70.0","55.0","15.0","10.0","10.0","0.0","16.0","2.0","14.0","16.0","2.0","14.0","0.0","0.0","0.0","7.0","5.0","2.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"NC-516","Northwest North Carolina CoC","520.0","116.0","404.0","216.0","69.0","147.0","304.0","47.0","257.0","19.0","11.0","8.0","19.0","11.0","8.0","0.0","0.0","0.0","7.0","4.0","3.0","27.0","15.0","12.0","0.0","0.0","0.0","27.0","15.0","12.0","12.0","0.0","12.0","0.0","0.0","0.0","12.0","0.0","12.0","11.0","0.0","11.0"
"ND-500","North Dakota Statewide CoC","923.0","707.0","216.0","662.0","509.0","153.0","261.0","198.0","63.0","120.0","41.0","79.0","89.0","41.0","48.0","31.0","0.0","31.0","116.0","63.0","53.0","74.0","61.0","13.0","10.0","10.0","0.0","64.0","51.0","13.0","13.0","9.0","4.0","0.0","0.0","0.0","13.0","9.0","4.0","18.0","10.0","8.0"
"NE-500","Nebraska Balance of State CoC","551.0","539.0","12.0","284.0","272.0","12.0","267.0","267.0","0.0","7.0","6.0","1.0","7.0","6.0","1.0","0.0","0.0","0.0","13.0","12.0","1.0","44.0","44.0","0.0","12.0","12.0","0.0","32.0","32.0","0.0","21.0","21.0","0.0","0.0","0.0","0.0","21.0","21.0","0.0","26.0","26.0","0.0"
"NE-501","Omaha/Council Bluffs CoC","1509.0","1452.0","57.0","1110.0","1053.0","57.0","399.0","399.0","0.0","200.0","168.0","32.0","167.0","135.0","32.0","33.0","33.0","0.0","134.0","128.0","6.0","125.0","125.0","0.0","8.0","8.0","0.0","117.0","117.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","7.0","7.0","0.0"
"NE-502","Lincoln CoC","694.0","662.0","32.0","486.0","454.0","32.0","208.0","208.0","0.0","26.0","22.0","4.0","26.0","22.0","4.0","0.0","0.0","0.0","72.0","71.0","1.0","69.0","69.0","0.0","20.0","20.0","0.0","49.0","49.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","11.0","11.0","0.0"
"NH-500","New Hampshire Balance of State CoC","670.0","594.0","76.0","443.0","371.0","72.0","227.0","223.0","4.0","213.0","173.0","40.0","164.0","126.0","38.0","49.0","47.0","2.0","25.0","23.0","2.0","43.0","42.0","1.0","1.0","0.0","1.0","42.0","42.0","0.0","12.0","11.0","1.0","1.0","1.0","0.0","11.0","10.0","1.0","36.0","34.0","2.0"
"NH-501","Manchester CoC","400.0","346.0","54.0","202.0","150.0","52.0","198.0","196.0","2.0","56.0","37.0","19.0","51.0","32.0","19.0","5.0","5.0","0.0","35.0","33.0","2.0","15.0","10.0","5.0","0.0","0.0","0.0","15.0","10.0","5.0","18.0","18.0","0.0","0.0","0.0","0.0","18.0","18.0","0.0","20.0","20.0","0.0"
"NH-502","Nashua/Hillsborough County CoC","296.0","283.0","13.0","182.0","174.0","8.0","114.0","109.0","5.0","12.0","6.0","6.0","12.0","6.0","6.0","0.0","0.0","0.0","63.0","63.0","0.0","22.0","20.0","2.0","0.0","0.0","0.0","22.0","20.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","5.0","5.0","0.0"
"NJ-500","Atlantic City & County CoC","476.0","360.0","116.0","440.0","324.0","116.0","36.0","36.0","0.0","53.0","22.0","31.0","51.0","20.0","31.0","2.0","2.0","0.0","59.0","54.0","5.0","38.0","37.0","1.0","0.0","0.0","0.0","38.0","37.0","1.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","7.0","7.0","0.0"
"NJ-501","Bergen County CoC","296.0","285.0","11.0","185.0","174.0","11.0","111.0","111.0","0.0","10.0","5.0","5.0","10.0","5.0","5.0","0.0","0.0","0.0","10.0","10.0","0.0","28.0","28.0","0.0","5.0","5.0","0.0","23.0","23.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","5.0","5.0","0.0"
"NJ-502","Burlington County CoC","926.0","913.0","13.0","471.0","458.0","13.0","455.0","455.0","0.0","133.0","133.0","0.0","103.0","103.0","0.0","30.0","30.0","0.0","11.0","11.0","0.0","49.0","45.0","4.0","0.0","0.0","0.0","49.0","45.0","4.0","27.0","27.0","0.0","0.0","0.0","0.0","27.0","27.0","0.0","31.0","31.0","0.0"
"NJ-503","Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC","1068.0","829.0","239.0","733.0","521.0","212.0","335.0","308.0","27.0","75.0","23.0","52.0","68.0","16.0","52.0","7.0","7.0","0.0","151.0","135.0","16.0","59.0","50.0","9.0","1.0","1.0","0.0","58.0","49.0","9.0","28.0","27.0","1.0","0.0","0.0","0.0","28.0","27.0","1.0","35.0","33.0","2.0"
"NJ-504","Newark/Essex County CoC","1779.0","1336.0","443.0","1171.0","738.0","433.0","608.0","598.0","10.0","97.0","8.0","89.0","94.0","5.0","89.0","3.0","3.0","0.0","52.0","32.0","20.0","169.0","143.0","26.0","14.0","14.0","0.0","155.0","129.0","26.0","60.0","60.0","0.0","0.0","0.0","0.0","60.0","60.0","0.0","74.0","74.0","0.0"
"NJ-506","Jersey City/Bayonne/Hudson County CoC","829.0","603.0","226.0","584.0","360.0","224.0","245.0","243.0","2.0","137.0","14.0","123.0","137.0","14.0","123.0","0.0","0.0","0.0","30.0","18.0","12.0","23.0","13.0","10.0","0.0","0.0","0.0","23.0","13.0","10.0","20.0","19.0","1.0","0.0","0.0","0.0","20.0","19.0","1.0","28.0","27.0","1.0"
"NJ-507","New Brunswick/Middlesex County CoC","457.0","373.0","84.0","229.0","158.0","71.0","228.0","215.0","13.0","44.0","19.0","25.0","35.0","10.0","25.0","9.0","9.0","0.0","14.0","10.0","4.0","16.0","13.0","3.0","0.0","0.0","0.0","16.0","13.0","3.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","13.0","13.0","0.0"
"NJ-508","Monmouth County CoC","344.0","299.0","45.0","187.0","152.0","35.0","157.0","147.0","10.0","74.0","41.0","33.0","49.0","26.0","23.0","25.0","15.0","10.0","17.0","13.0","4.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","15.0","15.0","0.0","0.0","0.0","0.0","15.0","15.0","0.0","23.0","23.0","0.0"
"NJ-509","Morris County CoC","410.0","376.0","34.0","245.0","214.0","31.0","165.0","162.0","3.0","34.0","24.0","10.0","24.0","14.0","10.0","10.0","10.0","0.0","15.0","14.0","1.0","20.0","19.0","1.0","0.0","0.0","0.0","20.0","19.0","1.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","8.0","8.0","0.0"
"NJ-510","Lakewood Township/Ocean County CoC","429.0","375.0","54.0","174.0","120.0","54.0","255.0","255.0","0.0","73.0","57.0","16.0","51.0","35.0","16.0","22.0","22.0","0.0","2.0","1.0","1.0","22.0","19.0","3.0","3.0","3.0","0.0","19.0","16.0","3.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","8.0","8.0","0.0"
"NJ-511","Paterson/Passaic County CoC","432.0","396.0","36.0","191.0","158.0","33.0","241.0","238.0","3.0","27.0","18.0","9.0","19.0","10.0","9.0","8.0","8.0","0.0","8.0","4.0","4.0","19.0","19.0","0.0","0.0","0.0","0.0","19.0","19.0","0.0","24.0","24.0","0.0","0.0","0.0","0.0","24.0","24.0","0.0","35.0","35.0","0.0"
"NJ-513","Somerset County CoC","218.0","209.0","9.0","167.0","158.0","9.0","51.0","51.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","92.0","90.0","2.0","25.0","24.0","1.0","8.0","8.0","0.0","17.0","16.0","1.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","7.0","7.0","0.0"
"NJ-514","Trenton/Mercer County CoC","465.0","421.0","44.0","334.0","290.0","44.0","131.0","131.0","0.0","20.0","2.0","18.0","20.0","2.0","18.0","0.0","0.0","0.0","15.0","13.0","2.0","20.0","18.0","2.0","3.0","3.0","0.0","17.0","15.0","2.0","20.0","20.0","0.0","0.0","0.0","0.0","20.0","20.0","0.0","25.0","25.0","0.0"
"NJ-515","Elizabeth/Union County CoC","513.0","451.0","62.0","247.0","198.0","49.0","266.0","253.0","13.0","19.0","10.0","9.0","19.0","10.0","9.0","0.0","0.0","0.0","7.0","7.0","0.0","24.0","23.0","1.0","0.0","0.0","0.0","24.0","23.0","1.0","29.0","28.0","1.0","0.0","0.0","0.0","29.0","28.0","1.0","32.0","31.0","1.0"
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","253.0","235.0","18.0","182.0","164.0","18.0","71.0","71.0","0.0","25.0","22.0","3.0","23.0","20.0","3.0","2.0","2.0","0.0","73.0","73.0","0.0","14.0","12.0","2.0","0.0","0.0","0.0","14.0","12.0","2.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","6.0","6.0","0.0"
"NM-500","Albuquerque CoC","1222.0","1039.0","183.0","867.0","693.0","174.0","355.0","346.0","9.0","255.0","165.0","90.0","240.0","150.0","90.0","15.0","15.0","0.0","139.0","123.0","16.0","90.0","80.0","10.0","34.0","34.0","0.0","56.0","46.0","10.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","12.0","12.0","0.0"
"NM-501","New Mexico Balance of State CoC","1041.0","770.0","271.0","689.0","434.0","255.0","352.0","336.0","16.0","394.0","213.0","181.0","363.0","192.0","171.0","31.0","21.0","10.0","75.0","27.0","48.0","98.0","83.0","15.0","35.0","34.0","1.0","63.0","49.0","14.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","11.0","11.0","0.0"
"NV-500","Las Vegas/Clark County CoC","6208.0","2477.0","3731.0","5851.0","2131.0","3720.0","357.0","346.0","11.0","285.0","32.0","253.0","285.0","32.0","253.0","0.0","0.0","0.0","730.0","328.0","402.0","1531.0","215.0","1316.0","279.0","15.0","264.0","1252.0","200.0","1052.0","28.0","23.0","5.0","1.0","1.0","0.0","27.0","22.0","5.0","36.0","31.0","5.0"
"NV-501","Reno/Sparks/Washoe County CoC","989.0","869.0","120.0","877.0","757.0","120.0","112.0","112.0","0.0","35.0","11.0","24.0","35.0","11.0","24.0","0.0","0.0","0.0","111.0","103.0","8.0","129.0","90.0","39.0","13.0","13.0","0.0","116.0","77.0","39.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","4.0","4.0","0.0"
"NV-502","Nevada Balance of State CoC","201.0","125.0","76.0","125.0","49.0","76.0","76.0","76.0","0.0","27.0","19.0","8.0","10.0","2.0","8.0","17.0","17.0","0.0","10.0","6.0","4.0","12.0","4.0","8.0","0.0","0.0","0.0","12.0","4.0","8.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"NY-500","Rochester/Irondequoit/Greece/Monroe County CoC","860.0","791.0","69.0","541.0","477.0","64.0","319.0","314.0","5.0","184.0","164.0","20.0","181.0","164.0","17.0","3.0","0.0","3.0","66.0","60.0","6.0","119.0","110.0","9.0","25.0","24.0","1.0","94.0","86.0","8.0","38.0","38.0","0.0","1.0","1.0","0.0","37.0","37.0","0.0","50.0","50.0","0.0"
