"CoC Number","CoC Name","Total Homeless, 2013","Sheltered Homeless, 2013","Unsheltered Homeless, 2013","Homeless Individuals, 2013","Sheltered Homeless Individuals, 2013","Unsheltered Homeless Individuals, 2013","Homeless People in Families, 2013","Sheltered Homeless People in Families, 2013","Unsheltered Homeless People in Families, 2013","Chronically Homeless, 2013","Sheltered Chronically Homeless, 2013","Unsheltered Chronically Homeless, 2013","Chronically Homeless Individuals, 2013","Sheltered Chronically Homeless Individuals, 2013","Unsheltered Chronically Homeless Individuals, 2013","Chronically Homeless People in Families, 2013","Sheltered Chronically Homeless People in Families, 2013","Unsheltered Chronically Homeless People in Families, 2013","Homeless Veterans, 2013","Sheltered Homeless Veterans, 2013","Unsheltered Homeless Veterans, 2013"
"AK-500","Anchorage CoC","1122.0","1070.0","52.0","844.0","792.0","52.0","278.0","278.0","0.0","89.0","68.0","21.0","83.0","62.0","21.0","6.0","6.0","0.0","144.0","138.0","6.0"
"AK-501","Alaska Balance of State CoC","824.0","671.0","153.0","518.0","416.0","102.0","306.0","255.0","51.0","95.0","70.0","25.0","83.0","62.0","21.0","12.0","8.0","4.0","66.0","50.0","16.0"
"AL-500","Birmingham/Jefferson, St. Clair, Shelby Counties CoC","1469.0","960.0","509.0","1089.0","677.0","412.0","380.0","283.0","97.0","427.0","156.0","271.0","411.0","145.0","266.0","16.0","11.0","5.0","194.0","155.0","39.0"
"AL-501","Mobile City & County/Baldwin County CoC","493.0","260.0","233.0","343.0","122.0","221.0","150.0","138.0","12.0","91.0","10.0","81.0","89.0","8.0","81.0","2.0","2.0","0.0","41.0","5.0","36.0"
"AL-502","Florence/Northwest Alabama CoC","223.0","197.0","26.0","133.0","116.0","17.0","90.0","81.0","9.0","30.0","10.0","20.0","14.0","5.0","9.0","16.0","5.0","11.0","2.0","0.0","2.0"
"AL-503","Huntsville/North Alabama CoC","586.0","409.0","177.0","457.0","295.0","162.0","129.0","114.0","15.0","120.0","46.0","74.0","114.0","44.0","70.0","6.0","2.0","4.0","77.0","33.0","44.0"
"AL-504","Montgomery City & County CoC","515.0","399.0","116.0","446.0","330.0","116.0","69.0","69.0","0.0","69.0","11.0","58.0","69.0","11.0","58.0","0.0","0.0","0.0","59.0","44.0","15.0"
"AL-505","Gadsden/Northeast Alabama CoC","399.0","329.0","70.0","275.0","231.0","44.0","124.0","98.0","26.0","40.0","20.0","20.0","20.0","10.0","10.0","20.0","10.0","10.0","31.0","26.0","5.0"
"AL-506","Tuscaloosa City & County CoC","99.0","95.0","4.0","72.0","68.0","4.0","27.0","27.0","0.0","9.0","5.0","4.0","9.0","5.0","4.0","0.0","0.0","0.0","66.0","66.0","0.0"
"AL-507","Alabama Balance of State CoC","905.0","597.0","308.0","572.0","373.0","199.0","333.0","224.0","109.0","72.0","37.0","35.0","42.0","21.0","21.0","30.0","16.0","14.0","41.0","34.0","7.0"
"AR-500","Little Rock/Central Arkansas CoC","1066.0","563.0","503.0","986.0","483.0","503.0","80.0","80.0","0.0","373.0","69.0","304.0","364.0","60.0","304.0","9.0","9.0","0.0","260.0","204.0","56.0"
"AR-501","Fayetteville/Northwest Arkansas CoC","668.0","446.0","222.0","379.0","202.0","177.0","289.0","244.0","45.0","65.0","27.0","38.0","47.0","9.0","38.0","18.0","18.0","0.0","147.0","90.0","57.0"
"AR-503","Arkansas  Balance of State  CoC","1678.0","422.0","1256.0","1562.0","327.0","1235.0","116.0","95.0","21.0","105.0","53.0","52.0","103.0","53.0","50.0","2.0","0.0","2.0","42.0","23.0","19.0"
"AR-504","Delta Hills CoC","254.0","122.0","132.0","172.0","111.0","61.0","82.0","11.0","71.0","46.0","18.0","28.0","38.0","16.0","22.0","8.0","2.0","6.0","9.0","5.0","4.0"
"AR-505","Southeast Arkansas","64.0","63.0","1.0","34.0","33.0","1.0","30.0","30.0","0.0","4.0","4.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AR-512","Boone, Baxter, Marion, Newton Counties CoC","82.0","48.0","34.0","41.0","21.0","20.0","41.0","27.0","14.0","9.0","0.0","9.0","9.0","0.0","9.0","0.0","0.0","0.0","4.0","4.0","0.0"
"AZ-500","Arizona Balance of State CoC","2435.0","1386.0","1049.0","1448.0","575.0","873.0","987.0","811.0","176.0","329.0","168.0","161.0","239.0","120.0","119.0","90.0","48.0","42.0","389.0","264.0","125.0"
"AZ-501","Tucson/Pima County CoC","2238.0","1737.0","501.0","1602.0","1119.0","483.0","636.0","618.0","18.0","360.0","166.0","194.0","343.0","153.0","190.0","17.0","13.0","4.0","322.0","249.0","73.0"
"AZ-502","Phoenix/Mesa/Maricopa County Regional CoC","5889.0","4308.0","1581.0","3460.0","1968.0","1492.0","2429.0","2340.0","89.0","499.0","186.0","313.0","482.0","177.0","305.0","17.0","9.0","8.0","511.0","388.0","123.0"
"CA-500","San Jose/Santa Clara City & County CoC","7631.0","1957.0","5674.0","6564.0","946.0","5618.0","1067.0","1011.0","56.0","2518.0","259.0","2259.0","2509.0","259.0","2250.0","9.0","0.0","9.0","718.0","139.0","579.0"
"CA-501","San Francisco CoC","7008.0","2693.0","4315.0","6329.0","2047.0","4282.0","679.0","646.0","33.0","2093.0","583.0","1510.0","1977.0","483.0","1494.0","116.0","100.0","16.0","716.0","294.0","422.0"
"CA-502","Oakland/Alameda County CoC","4264.0","1927.0","2337.0","2922.0","803.0","2119.0","1342.0","1124.0","218.0","1054.0","200.0","854.0","931.0","171.0","760.0","123.0","29.0","94.0","492.0","139.0","353.0"
"CA-503","Sacramento City & County CoC","2538.0","1752.0","786.0","1737.0","956.0","781.0","801.0","796.0","5.0","440.0","155.0","285.0","432.0","147.0","285.0","8.0","8.0","0.0","302.0","166.0","136.0"
"CA-504","Santa Rosa/Petaluma/Sonoma County CoC","4280.0","971.0","3309.0","3829.0","574.0","3255.0","451.0","397.0","54.0","1168.0","134.0","1034.0","1148.0","119.0","1029.0","20.0","15.0","5.0","400.0","57.0","343.0"
"CA-505","Richmond/Contra Costa County CoC","2000.0","671.0","1329.0","1703.0","374.0","1329.0","297.0","297.0","0.0","754.0","160.0","594.0","714.0","141.0","573.0","40.0","19.0","21.0","188.0","53.0","135.0"
"CA-506","Salinas/Monterey, San Benito Counties CoC","2955.0","749.0","2206.0","2292.0","367.0","1925.0","663.0","382.0","281.0","1038.0","178.0","860.0","866.0","85.0","781.0","172.0","93.0","79.0","250.0","89.0","161.0"
"CA-507","Marin County CoC","676.0","505.0","171.0","438.0","267.0","171.0","238.0","238.0","0.0","89.0","26.0","63.0","87.0","24.0","63.0","2.0","2.0","0.0","54.0","28.0","26.0"
"CA-508","Watsonville/Santa Cruz City & County CoC","3536.0","641.0","2895.0","2992.0","298.0","2694.0","544.0","343.0","201.0","989.0","74.0","915.0","957.0","74.0","883.0","32.0","0.0","32.0","395.0","52.0","343.0"
"CA-509","Mendocino County CoC","1392.0","174.0","1218.0","1267.0","129.0","1138.0","125.0","45.0","80.0","227.0","29.0","198.0","171.0","23.0","148.0","56.0","6.0","50.0","55.0","15.0","40.0"
"CA-510","Turlock/Modesto/Stanislaus County CoC","1201.0","556.0","645.0","941.0","459.0","482.0","260.0","97.0","163.0","205.0","65.0","140.0","127.0","61.0","66.0","78.0","4.0","74.0","87.0","44.0","43.0"
"CA-511","Stockton/San Joaquin County CoC","1541.0","1278.0","263.0","794.0","556.0","238.0","747.0","722.0","25.0","204.0","137.0","67.0","178.0","114.0","64.0","26.0","23.0","3.0","83.0","61.0","22.0"
"CA-512","Daly/San Mateo County CoC","1995.0","696.0","1299.0","1374.0","319.0","1055.0","621.0","377.0","244.0","889.0","32.0","857.0","715.0","29.0","686.0","174.0","3.0","171.0","245.0","114.0","131.0"
"CA-513","Visalia, Kings, Tulare Counties CoC","705.0","409.0","296.0","547.0","259.0","288.0","158.0","150.0","8.0","187.0","11.0","176.0","143.0","11.0","132.0","44.0","0.0","44.0","43.0","14.0","29.0"
"CA-514","Fresno/Madera County CoC","3131.0","594.0","2537.0","2421.0","286.0","2135.0","710.0","308.0","402.0","793.0","44.0","749.0","363.0","42.0","321.0","430.0","2.0","428.0","338.0","81.0","257.0"
"CA-515","Roseville/Rocklin/Placer, Nevada Counties CoC","908.0","385.0","523.0","689.0","211.0","478.0","219.0","174.0","45.0","222.0","39.0","183.0","202.0","35.0","167.0","20.0","4.0","16.0","92.0","32.0","60.0"
"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","851.0","504.0","347.0","631.0","361.0","270.0","220.0","143.0","77.0","199.0","87.0","112.0","125.0","54.0","71.0","74.0","33.0","41.0","203.0","117.0","86.0"
"CA-517","Napa City & County CoC","245.0","177.0","68.0","168.0","100.0","68.0","77.0","77.0","0.0","81.0","46.0","35.0","64.0","37.0","27.0","17.0","9.0","8.0","19.0","9.0","10.0"
"CA-518","Vallejo/Solano County CoC","1329.0","440.0","889.0","1163.0","326.0","837.0","166.0","114.0","52.0","414.0","109.0","305.0","291.0","102.0","189.0","123.0","7.0","116.0","88.0","55.0","33.0"
"CA-519","Chico/Paradise/Butte County CoC","712.0","289.0","423.0","599.0","186.0","413.0","113.0","103.0","10.0","312.0","48.0","264.0","312.0","48.0","264.0","0.0","0.0","0.0","101.0","46.0","55.0"
"CA-520","Merced City & County CoC","372.0","117.0","255.0","345.0","90.0","255.0","27.0","27.0","0.0","181.0","59.0","122.0","181.0","59.0","122.0","0.0","0.0","0.0","26.0","6.0","20.0"
"CA-521","Davis/Woodland/Yolo County CoC","474.0","276.0","198.0","345.0","147.0","198.0","129.0","129.0","0.0","134.0","37.0","97.0","134.0","37.0","97.0","0.0","0.0","0.0","44.0","24.0","20.0"
"CA-522","Humboldt County CoC","864.0","180.0","684.0","600.0","97.0","503.0","264.0","83.0","181.0","276.0","26.0","250.0","138.0","11.0","127.0","138.0","15.0","123.0","129.0","49.0","80.0"
"CA-523","Colusa, Glenn, Trinity Counties CoC","696.0","272.0","424.0","487.0","151.0","336.0","209.0","121.0","88.0","303.0","85.0","218.0","252.0","53.0","199.0","51.0","32.0","19.0","67.0","25.0","42.0"
"CA-524","Yuba City & County/Sutter County CoC","1485.0","1106.0","379.0","750.0","540.0","210.0","735.0","566.0","169.0","104.0","51.0","53.0","66.0","30.0","36.0","38.0","21.0","17.0","32.0","24.0","8.0"
"CA-525","El Dorado County CoC","180.0","131.0","49.0","141.0","96.0","45.0","39.0","35.0","4.0","55.0","17.0","38.0","47.0","11.0","36.0","8.0","6.0","2.0","6.0","5.0","1.0"
"CA-526","Amador, Calaveras, Tuolumne and Mariposa Counties CoC","376.0","136.0","240.0","257.0","32.0","225.0","119.0","104.0","15.0","130.0","20.0","110.0","130.0","20.0","110.0","0.0","0.0","0.0","37.0","9.0","28.0"
"CA-600","Los Angeles City & County CoC","35524.0","12934.0","22590.0","28846.0","8327.0","20519.0","6678.0","4607.0","2071.0","8702.0","1191.0","7511.0","7475.0","823.0","6652.0","1227.0","368.0","859.0","4007.0","1450.0","2557.0"
"CA-601","San Diego City and County CoC","8879.0","4305.0","4574.0","7013.0","2617.0","4396.0","1866.0","1688.0","178.0","2531.0","234.0","2297.0","2472.0","224.0","2248.0","59.0","10.0","49.0","1486.0","798.0","688.0"
"CA-602","Santa Ana/Anaheim/Orange County CoC","4251.0","2573.0","1678.0","2712.0","1037.0","1675.0","1539.0","1536.0","3.0","829.0","156.0","673.0","797.0","129.0","668.0","32.0","27.0","5.0","446.0","177.0","269.0"
"CA-603","Santa Maria/Santa Barbara County CoC","1882.0","904.0","978.0","1464.0","596.0","868.0","418.0","308.0","110.0","913.0","379.0","534.0","693.0","257.0","436.0","220.0","122.0","98.0","124.0","48.0","76.0"
"CA-604","Bakersfield/Kern County CoC","1152.0","547.0","605.0","924.0","373.0","551.0","228.0","174.0","54.0","286.0","41.0","245.0","261.0","36.0","225.0","25.0","5.0","20.0","135.0","70.0","65.0"
"CA-606","Long Beach CoC","2847.0","968.0","1879.0","2322.0","700.0","1622.0","525.0","268.0","257.0","1112.0","153.0","959.0","1026.0","149.0","877.0","86.0","4.0","82.0","527.0","363.0","164.0"
"CA-607","Pasadena CoC","772.0","379.0","393.0","503.0","209.0","294.0","269.0","170.0","99.0","217.0","12.0","205.0","205.0","0.0","205.0","12.0","12.0","0.0","61.0","16.0","45.0"
"CA-608","Riverside City & County CoC","2978.0","1090.0","1888.0","2374.0","630.0","1744.0","604.0","460.0","144.0","1117.0","47.0","1070.0","1025.0","30.0","995.0","92.0","17.0","75.0","285.0","104.0","181.0"
"CA-609","San Bernardino City & County CoC","2321.0","1074.0","1247.0","1401.0","284.0","1117.0","920.0","790.0","130.0","596.0","114.0","482.0","513.0","80.0","433.0","83.0","34.0","49.0","184.0","52.0","132.0"
"CA-611","Oxnard/San Buenaventura/Ventura County CoC","1674.0","600.0","1074.0","1294.0","374.0","920.0","380.0","226.0","154.0","797.0","62.0","735.0","710.0","56.0","654.0","87.0","6.0","81.0","140.0","22.0","118.0"
"CA-612","Glendale CoC","318.0","211.0","107.0","200.0","97.0","103.0","118.0","114.0","4.0","108.0","62.0","46.0","89.0","43.0","46.0","19.0","19.0","0.0","23.0","11.0","12.0"
"CA-613","Imperial County CoC","252.0","148.0","104.0","161.0","63.0","98.0","91.0","85.0","6.0","138.0","52.0","86.0","93.0","33.0","60.0","45.0","19.0","26.0","7.0","4.0","3.0"
"CA-614","San Luis Obispo County CoC","2357.0","235.0","2122.0","1919.0","142.0","1777.0","438.0","93.0","345.0","707.0","37.0","670.0","629.0","37.0","592.0","78.0","0.0","78.0","260.0","24.0","236.0"
"CO-500","Colorado Balance of State CoC","2267.0","1262.0","1005.0","1275.0","558.0","717.0","992.0","704.0","288.0","579.0","165.0","414.0","457.0","140.0","317.0","122.0","25.0","97.0","177.0","84.0","93.0"
"CO-503","Metropolitan Denver Homeless Initiative","6316.0","5388.0","928.0","2609.0","1952.0","657.0","3707.0","3436.0","271.0","889.0","519.0","370.0","595.0","370.0","225.0","294.0","149.0","145.0","358.0","267.0","91.0"
